min_calmar,mean_calmar,n_positive,n_periods,slow_ma_len,slow_ma_type,fast_ma_len,fast_ma_type,allow_longs,allow_shorts,use_fast_ma,leverage_long,leverage_short,sl_enable,sl_risk_pct,signal_tf,calmar_2021_default,ann_2021_default,maxdd_2021_default,trades_2021_default,calmar_bull_2020_2021,ann_bull_2020_2021,maxdd_bull_2020_2021,trades_bull_2020_2021,calmar_bear_2022,ann_bear_2022,maxdd_bear_2022,trades_bear_2022,calmar_recovery_2023_2025,ann_recovery_2023_2025,maxdd_recovery_2023_2025,trades_recovery_2023_2025,calmar_last_2y,ann_last_2y,maxdd_last_2y,trades_last_2y
2.122,9.9312,5,5,130,SMA,60,SMA,True,True,True,4.0,1.0,True,9.0,D,18.727,1113.83,59.48,68,13.307,133.7,10.05,5,3.086,45.27,14.67,6,12.414,738.36,59.48,50,2.122,86.79,40.91,32
1.874,17.167199999999998,5,5,130,SMA,44,SMA,True,True,True,4.0,1.0,True,9.0,D,39.117,1763.82,45.09,81,21.358,214.59,10.05,6,2.194,39.59,18.04,10,21.293,960.13,45.09,57,1.874,74.31,39.66,39
1.874,9.777,5,5,130,SMA,60,SMA,True,True,True,4.0,1.25,True,9.0,D,18.257,1109.54,60.77,68,14.405,148.5,10.31,5,3.912,63.24,16.17,6,10.437,634.29,60.77,50,1.874,80.21,42.8,32
1.687,6.1332,5,5,130,SMA,60,SMA,True,True,True,4.0,2.0,True,9.0,D,10.867,705.9,64.96,68,1.687,44.51,26.38,5,8.679,134.97,15.55,6,7.666,497.98,64.96,50,1.767,86.41,48.9,32
1.452,16.241999999999997,5,5,130,SMA,44,SMA,True,True,True,4.0,1.25,True,9.0,D,36.891,1718.12,46.57,81,22.781,234.85,10.31,6,2.732,55.44,20.29,10,17.354,808.22,46.57,57,1.452,63.8,43.95,39
1.353,7.984999999999999,5,5,130,SMA,44,SMA,True,True,True,4.0,2.0,True,9.0,D,18.043,937.54,51.96,81,3.641,96.05,26.38,6,5.339,118.27,22.15,10,11.549,600.1,51.96,57,1.353,63.87,47.21,39
1.281,5.688999999999999,5,5,130,SMA,60,SMA,True,True,True,3.0,1.0,True,9.0,D,8.158,459.06,56.27,68,10.066,101.13,10.05,5,3.086,45.27,14.67,6,5.854,329.4,56.27,50,1.281,50.11,39.12,32
1.12,10.1704,5,5,130,SMA,44,SMA,True,True,True,3.0,1.0,True,9.0,D,19.483,751.11,38.55,81,16.143,162.19,10.05,6,2.194,39.59,18.04,10,11.912,459.22,38.55,57,1.12,42.38,37.83,39
1.107,16.1638,5,5,100,SMA,60,SMA,True,True,True,4.0,1.25,True,4.0,D,15.209,745.77,49.03,94,50.21,1872.15,37.29,19,5.529,63.73,11.53,9,8.764,429.75,49.03,63,1.107,49.49,44.7,46
1.101,5.7812,5,5,130,SMA,60,SMA,True,True,True,3.0,1.25,True,9.0,D,7.929,457.24,57.67,68,11.101,114.44,10.31,5,3.912,63.24,16.17,6,4.863,280.46,57.67,50,1.101,45.23,41.06,32
1.084,6.2654,5,5,130,SMA,60,SMA,True,True,True,4.0,1.25,True,12.0,D,10.959,733.75,66.95,68,9.548,126.66,13.27,5,2.69,50.78,18.87,6,7.046,471.76,66.95,50,1.084,52.34,48.27,32
1.065,5.937800000000001,5,5,130,SMA,60,SMA,True,True,True,4.0,1.0,True,12.0,D,10.284,677.31,65.86,68,8.67,112.82,13.01,5,1.936,33.85,17.48,6,7.734,509.39,65.86,50,1.065,49.57,46.56,32
1.051,3.0738,5,5,130,SMA,60,SMA,True,True,True,2.0,1.0,True,6.0,D,3.992,177.22,44.4,68,1.051,18.81,17.9,5,5.518,59.41,10.77,6,3.519,156.21,44.4,50,1.289,39.82,30.89,32
1.017,4.3508000000000004,5,5,130,SMA,44,SMA,True,True,True,2.0,1.0,True,6.0,D,8.025,253.66,31.61,81,2.614,46.79,17.9,6,3.727,53.27,14.29,10,6.371,201.39,31.61,57,1.017,32.15,31.61,39
1.004,3.3192,5,5,130,SMA,60,SMA,True,True,True,2.0,1.25,True,6.0,D,3.408,160.26,47.02,68,1.004,18.21,18.14,5,7.878,83.09,10.55,6,3.1,145.75,47.02,50,1.206,41.2,34.16,32
0.976,4.05,5,5,130,SMA,44,SMA,True,True,True,2.0,1.25,True,6.0,D,6.344,211.26,33.3,81,2.541,46.09,18.14,6,4.981,74.49,14.95,10,5.408,180.09,33.3,57,0.976,31.98,32.78,39
0.965,3.2984,5,5,130,SMA,60,SMA,True,True,True,2.0,1.25,False,2.0,D,3.622,186.28,51.42,68,5.746,75.61,13.16,5,3.71,57.27,15.44,6,2.449,125.94,51.42,50,0.965,36.73,38.05,32
0.96,4.191000000000001,5,5,130,SMA,60,SMA,True,True,True,2.0,2.0,False,2.0,D,3.915,219.39,56.03,68,7.901,109.98,13.92,5,6.525,111.61,17.11,6,1.654,92.68,56.03,50,0.96,42.16,43.93,32
0.954,2.9368,5,5,130,SMA,60,SMA,True,True,True,2.0,1.0,False,2.0,D,3.429,170.8,49.82,68,4.96,64.01,12.91,5,2.574,39.74,15.44,6,2.767,137.82,49.82,50,0.954,34.36,36.01,32
0.928,16.4172,5,5,100,SMA,60,SMA,True,True,True,4.0,1.0,True,4.0,D,12.776,628.95,49.23,94,56.079,1978.94,35.29,19,3.744,43.16,11.53,9,8.559,421.36,49.23,63,0.928,41.68,44.91,46
0.905,12.1942,5,5,130,SMA,44,SMA,True,True,True,4.0,1.25,True,12.0,D,27.779,1325.84,47.73,81,15.606,207.02,13.27,6,1.901,43.48,22.87,10,14.78,705.42,47.73,57,0.905,42.45,46.91,39
0.888,11.829,5,5,130,SMA,44,SMA,True,True,True,4.0,1.0,True,12.0,D,26.193,1212.17,46.28,81,14.453,188.07,13.01,6,1.375,28.53,20.74,10,16.236,751.38,46.28,57,0.888,40.34,45.43,39
0.856,5.8908000000000005,5,5,130,SMA,44,SMA,True,True,True,2.0,1.25,False,2.0,D,9.136,337.24,36.91,81,11.452,150.69,13.16,6,2.948,49.71,16.87,10,5.062,186.85,36.91,57,0.856,31.19,36.42,39
0.847,17.683999999999997,5,5,100,SMA,60,SMA,True,True,True,4.0,2.0,True,4.0,D,19.195,929.8,48.44,94,48.105,1825.7,37.95,19,11.475,132.27,11.53,9,8.798,426.15,48.44,63,0.847,37.29,44.05,46
0.839,6.447800000000001,5,5,130,SMA,44,SMA,True,True,True,2.0,2.0,False,2.0,D,9.518,405.81,42.63,81,14.294,198.96,13.92,6,4.087,96.39,23.58,10,3.501,147.13,42.02,57,0.839,34.87,41.57,39
0.82,5.5304,5,5,130,SMA,44,SMA,True,True,True,2.0,1.0,False,2.0,D,8.589,307.04,35.75,81,10.414,134.4,12.91,6,2.218,34.23,15.44,10,5.611,200.56,35.75,57,0.82,29.33,35.75,39
0.797,9.3538,5,5,130,SMA,44,SMA,True,True,True,3.0,1.25,True,9.0,D,16.915,731.35,43.24,81,17.446,179.86,10.31,6,2.732,55.44,20.29,10,8.879,383.88,43.24,57,0.797,34.44,43.24,39
0.795,3.7230000000000003,5,5,130,SMA,60,SMA,True,True,True,3.0,2.0,True,9.0,D,4.609,286.61,62.18,68,0.795,20.97,26.38,5,8.679,134.97,15.55,6,3.479,216.35,62.18,50,1.053,49.84,47.35,32
0.794,3.7050000000000005,5,5,130,SMA,60,SMA,True,True,True,2.0,1.0,True,9.0,D,3.379,173.54,51.36,68,7.194,72.28,10.05,5,4.767,52.73,11.06,6,2.391,122.83,51.36,50,0.794,28.36,35.71,32
0.776,3.4579999999999997,5,5,130,SMA,60,SMA,True,True,True,3.0,2.0,False,2.0,D,4.742,319.59,67.39,68,5.68,112.07,19.73,5,3.606,83.49,23.15,6,2.486,167.56,67.39,50,0.776,40.94,52.74,32
0.771,3.4262,5,5,130,SMA,60,SMA,True,True,True,2.0,1.25,True,12.0,D,3.371,173.21,51.39,68,5.675,75.28,13.27,5,5.17,64.92,12.56,6,2.144,110.19,51.39,50,0.771,29.29,38.01,32
0.769,6.735199999999999,5,5,130,SMA,44,SMA,True,True,True,2.0,1.0,True,9.0,D,9.634,335.81,34.86,81,14.451,145.19,10.05,6,3.211,46.8,14.57,10,5.611,195.6,34.86,57,0.769,26.42,34.35,39
0.756,4.582199999999999,5,5,130,SMA,44,SMA,True,True,True,3.0,2.0,True,9.0,D,8.516,393.81,46.24,81,2.231,58.84,26.38,6,5.339,118.27,22.15,10,6.069,280.65,46.24,57,0.756,34.49,45.61,39
0.754,3.0309999999999997,5,5,130,SMA,60,SMA,True,True,True,2.0,1.0,True,12.0,D,3.188,158.72,49.78,68,4.895,63.69,13.01,5,3.889,46.67,12.0,6,2.429,120.9,49.78,50,0.754,27.11,35.96,32
0.745,2.8114,5,5,130,SMA,60,SMA,True,True,True,3.0,1.25,False,2.0,D,4.262,272.64,63.97,68,4.072,77.45,19.02,5,1.531,35.46,23.15,6,3.447,220.53,63.97,50,0.745,35.58,47.79,32
0.722,2.5786,5,5,130,SMA,60,SMA,True,True,True,3.0,1.0,False,2.0,D,3.993,250.7,62.78,68,3.502,65.77,18.78,5,0.862,19.95,23.15,6,3.814,239.46,62.78,50,0.722,33.24,46.06,32
0.716,9.8754,5,5,100,SMA,60,SMA,True,True,True,3.0,1.25,True,4.0,D,6.32,309.9,49.03,94,32.726,1220.23,37.29,19,5.529,63.73,11.53,9,4.086,200.36,49.03,63,0.716,31.99,44.7,46
0.666,6.8953999999999995,5,5,100,SMA,60,SMA,True,True,True,2.0,1.25,True,4.0,D,5.78,282.75,48.92,94,17.889,667.01,37.29,19,5.529,63.73,11.53,9,4.613,225.66,48.92,63,0.666,29.7,44.58,46
0.665,5.6776,5,5,130,SMA,44,SMA,True,True,True,2.0,1.25,True,12.0,D,8.535,314.64,36.87,81,11.327,150.27,13.27,6,3.383,57.05,16.87,10,4.478,165.09,36.87,57,0.665,24.19,36.37,39
0.665,3.5400000000000005,5,5,130,SMA,60,SMA,True,True,True,4.0,2.0,True,12.0,D,6.495,455.2,70.09,68,0.665,22.24,33.42,5,5.209,109.53,21.03,6,4.42,309.79,70.09,50,0.911,48.44,53.18,32
0.65,5.392999999999999,5,5,130,SMA,44,SMA,True,True,True,2.0,1.0,True,12.0,D,8.155,286.34,35.11,81,10.297,134.0,13.01,6,2.809,40.95,14.57,10,5.054,177.45,35.11,57,0.65,22.48,34.61,39
0.648,3.9346000000000005,5,5,130,SMA,60,SMA,True,True,True,2.0,1.25,True,9.0,D,3.265,172.8,52.92,68,8.174,84.27,10.31,5,5.664,71.46,12.62,6,1.922,101.73,52.92,50,0.648,24.47,37.76,32
0.633,6.981200000000001,5,5,130,SMA,44,SMA,True,True,True,3.0,2.0,False,2.0,D,13.89,712.87,51.32,81,12.075,238.22,19.73,6,2.73,70.03,25.66,10,5.578,286.25,51.32,57,0.633,32.12,50.75,39
0.612,4.0112000000000005,5,5,130,SMA,30,SMA,True,True,True,4.0,1.0,True,9.0,D,5.642,351.76,62.35,107,5.331,131.37,24.64,8,4.845,66.72,13.77,14,3.626,226.08,62.35,74,0.612,26.41,43.19,47
0.602,5.805000000000001,5,5,130,SMA,44,SMA,True,True,True,4.0,2.0,True,12.0,D,14.429,782.82,54.25,81,2.043,68.27,33.42,6,3.472,94.43,27.2,10,8.479,460.02,54.25,57,0.602,32.68,54.25,39
0.581,6.188000000000001,5,5,130,SMA,44,SMA,True,True,True,3.0,1.25,False,2.0,D,12.119,594.9,49.09,81,9.734,185.13,19.02,6,1.243,28.77,23.15,10,7.263,356.53,49.09,57,0.581,28.54,49.09,39
0.568,10.033199999999999,5,5,100,SMA,60,SMA,True,True,True,3.0,1.0,True,4.0,D,5.272,259.55,49.23,94,36.598,1291.48,35.29,19,3.744,43.16,11.53,9,3.984,196.13,49.23,63,0.568,25.52,44.91,46
0.55,5.8222000000000005,5,5,130,SMA,44,SMA,True,True,True,3.0,1.0,False,2.0,D,11.171,542.95,48.6,81,8.903,167.22,18.78,6,0.652,15.09,23.15,10,7.835,380.79,48.6,57,0.55,26.74,48.6,39
0.537,2.8872000000000004,5,5,130,SMA,60,SMA,True,True,True,4.0,2.0,False,2.0,D,4.797,365.23,76.13,68,4.238,108.22,25.54,5,1.833,56.58,30.87,6,3.031,230.74,76.13,50,0.537,32.52,60.5,32
0.525,3.7760000000000007,5,5,130,SMA,60,SMA,True,True,True,3.0,1.25,True,12.0,D,4.389,286.94,65.38,68,7.147,94.81,13.27,5,3.992,59.61,14.93,6,2.827,184.87,65.38,50,0.525,24.51,46.7,32
0.523,6.7296000000000005,5,5,100,SMA,60,SMA,True,True,True,2.0,1.0,True,4.0,D,4.816,236.55,49.12,94,20.066,708.1,35.29,19,3.744,43.16,11.53,9,4.499,220.96,49.12,63,0.523,23.42,44.79,46
0.516,6.5386,5,5,130,SMA,44,SMA,True,True,True,2.0,1.25,True,9.0,D,8.528,326.69,38.31,81,15.716,162.01,10.31,6,3.742,63.33,16.92,10,4.191,160.55,38.31,57,0.516,19.77,38.31,39
0.5,5.2004,5,5,100,SMA,44,SMA,True,True,True,2.0,1.25,True,4.0,D,8.36,362.96,43.42,108,6.757,298.14,44.12,23,4.046,61.81,15.28,13,6.339,275.24,43.42,70,0.5,21.73,43.42,53
0.5,3.4351999999999996,5,5,130,SMA,60,SMA,True,True,True,3.0,1.0,True,12.0,D,4.109,263.94,64.24,68,6.33,82.37,13.01,5,3.106,41.85,13.47,6,3.131,201.14,64.24,50,0.5,22.45,44.94,32
0.497,11.0882,5,5,100,SMA,60,SMA,True,True,True,3.0,2.0,True,4.0,D,8.035,389.22,48.44,94,31.335,1189.23,37.95,19,11.475,132.27,11.53,9,4.099,198.55,48.44,63,0.497,21.89,44.05,46
0.472,2.4508,5,5,130,SMA,60,SMA,True,True,True,4.0,1.25,False,2.0,D,4.237,311.98,73.63,68,2.976,74.05,24.88,5,0.472,14.57,30.87,6,4.079,300.33,73.63,50,0.49,27.62,56.36,32
0.466,3.2670000000000003,5,5,130,SMA,44,SMA,True,True,True,2.0,2.0,True,9.0,D,3.972,170.83,43.01,81,2.449,46.77,19.1,6,6.832,128.82,18.86,10,2.616,112.53,43.01,57,0.466,19.82,42.57,39
0.465,8.3188,5,5,130,SMA,44,SMA,True,True,True,3.0,1.25,True,12.0,D,15.113,694.19,45.93,81,15.988,212.09,13.27,6,2.717,51.95,19.12,10,7.311,335.79,45.93,57,0.465,21.06,45.3,39
0.453,8.2034,5,5,100,SMA,60,SMA,True,True,True,2.0,2.0,True,4.0,D,7.357,355.55,48.32,94,17.104,649.13,37.95,19,11.475,132.27,11.53,9,4.628,223.65,48.32,63,0.453,19.88,43.93,46
0.443,7.9512,5,5,130,SMA,44,SMA,True,True,True,3.0,1.0,True,12.0,D,14.266,633.85,44.43,81,14.824,192.9,13.01,6,2.148,36.28,16.89,10,8.075,358.77,44.43,57,0.443,19.41,43.78,39
0.395,4.787799999999999,5,5,130,SMA,60,SMA,True,True,True,2.0,2.0,True,6.0,D,3.491,169.0,48.41,68,0.395,8.65,21.93,5,16.392,162.14,9.89,6,2.929,141.81,48.41,50,0.732,26.28,35.88,32
0.389,4.3111999999999995,5,5,130,SMA,30,SMA,True,True,True,4.0,1.25,True,9.0,D,5.81,368.14,63.36,107,5.954,146.73,24.64,8,6.299,94.14,14.95,14,3.104,196.67,63.36,74,0.389,19.19,49.28,47
0.383,14.5612,5,5,100,SMA,60,SMA,True,True,True,3.0,1.25,True,6.0,D,8.919,559.94,62.78,94,54.784,1457.77,26.61,19,2.414,40.9,16.94,9,6.306,395.91,62.78,63,0.383,22.16,57.88,46
0.38,7.102400000000001,5,5,130,SMA,44,SMA,True,True,True,4.0,2.0,False,2.0,D,16.058,981.47,61.12,81,10.542,269.21,25.54,6,1.451,44.81,30.87,10,7.081,432.78,61.12,57,0.38,23.21,61.12,39
0.376,13.1708,5,5,100,SMA,60,SMA,True,True,True,3.0,1.0,True,6.0,D,7.939,482.93,60.83,94,49.108,1402.92,28.57,19,1.512,24.37,16.12,9,6.919,420.89,60.83,63,0.376,20.96,55.67,46
0.363,2.6133999999999995,5,5,130,SMA,44,SMA,True,True,True,2.0,2.0,True,12.0,D,4.01,179.48,44.76,81,1.279,31.14,24.34,6,5.201,111.97,21.53,10,2.214,99.09,44.76,57,0.363,16.23,44.76,39
0.362,4.756399999999999,5,5,100,SMA,44,SMA,True,True,True,2.0,1.0,True,4.0,D,6.988,306.49,43.86,108,7.537,319.12,42.34,23,2.727,41.54,15.23,13,6.168,270.55,43.86,70,0.362,15.9,43.86,53
0.357,2.9048,5,5,130,SMA,30,SMA,True,True,True,2.0,1.0,True,6.0,D,2.618,112.95,43.14,107,2.526,45.15,17.88,8,7.17,78.35,10.93,14,1.853,79.94,43.14,74,0.357,13.47,37.7,47
0.325,3.898799999999999,5,5,130,SMA,30,SMA,True,True,True,4.0,2.0,True,9.0,D,4.986,334.35,67.06,107,2.284,71.98,31.52,8,9.731,190.09,19.53,14,2.168,145.38,67.06,74,0.325,17.92,55.08,47
