slow_ma_len,slow_ma_type,fast_ma_len,fast_ma_type,allow_longs,allow_shorts,use_fast_ma,leverage_long,leverage_short,sl_enable,sl_risk_pct,signal_tf,period_start,period_end,trades,pl_pct,ann_return,end_capital,max_dd,calmar,liq_risk,win_rate,profit_factor,expectancy,sharpe_trade,avg_win,avg_loss,max_win,max_loss,sl_hits,sl_hit_rate,ticker,period_name,mode
100,SMA,44,SMA,True,True,True,2.0,1.0,True,6.0,D,2021-04-14,2026-04-03,107,1465.63,296.74,15656.32,46.85,6.334,False,23.36,2.556,4.24,0.19,29.83,-3.56,111.92,-6.0,30,28.0,BTC-USD,2021_default,quick
100,SMA,60,SMA,True,True,True,3.0,1.25,True,4.0,D,2021-04-14,2026-04-03,94,1530.62,309.9,16306.19,49.03,6.32,False,19.15,2.864,5.4,0.189,43.3,-3.58,156.61,-4.0,60,63.8,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,4.0,1.25,True,12.0,D,2021-04-14,2026-04-03,92,1915.19,392.55,20151.88,62.31,6.3,False,22.83,2.685,7.9,0.184,55.14,-6.07,223.85,-12.0,19,20.7,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,True,True,3.0,2.0,True,4.0,D,2021-04-14,2026-04-03,108,1681.04,340.35,17810.38,54.05,6.297,False,16.67,2.714,5.28,0.175,50.12,-3.69,167.89,-4.0,78,72.2,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,3.0,1.25,True,6.0,D,2021-04-14,2026-04-03,68,1518.79,310.43,16187.88,50.08,6.199,False,23.53,2.95,7.31,0.222,46.98,-4.9,156.61,-6.0,34,50.0,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,True,True,3.0,1.0,False,2.0,D,2021-04-14,2026-04-03,107,1915.48,387.82,20154.77,62.6,6.195,False,24.3,2.51,6.02,0.182,41.18,-5.27,167.89,-27.81,0,0.0,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,True,True,4.0,1.25,False,2.0,D,2021-04-14,2026-04-03,107,2212.56,447.97,23125.64,73.13,6.126,False,24.3,2.534,8.0,0.181,54.35,-6.88,223.85,-37.08,0,0.0,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,True,True,4.0,1.25,True,4.0,D,2021-04-14,2026-04-03,81,1272.84,260.16,13728.44,42.63,6.103,False,17.28,3.34,6.46,0.177,53.32,-3.34,223.85,-4.0,50,61.7,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,True,True,3.0,1.0,True,12.0,D,2021-04-14,2026-04-03,107,1722.3,348.71,18223.02,57.76,6.037,False,23.36,2.505,5.79,0.177,41.28,-5.02,167.89,-12.0,15,14.0,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,3.0,2.0,True,4.0,D,2021-04-14,2026-04-03,68,1144.04,233.83,12440.45,38.93,6.007,False,19.12,3.11,6.39,0.213,49.29,-3.75,156.61,-4.0,48,70.6,BTC-USD,2021_default,quick
100,SMA,60,SMA,True,True,True,4.0,1.0,True,9.0,D,2021-04-14,2026-04-03,94,2130.62,431.38,22306.23,73.31,5.885,False,22.34,2.657,7.92,0.188,56.86,-6.16,208.81,-9.0,33,35.1,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,True,True,3.0,1.0,True,4.0,D,2021-04-14,2026-04-03,108,1333.75,270.04,14337.51,45.96,5.875,False,17.59,2.824,4.78,0.167,42.08,-3.18,167.89,-4.0,61,56.5,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,4.0,1.0,True,6.0,D,2021-04-14,2026-04-03,27,726.3,162.95,8262.96,27.77,5.867,False,25.93,5.015,16.03,0.27,77.23,-5.39,223.85,-6.0,17,63.0,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,4.0,1.25,True,6.0,D,2021-04-14,2026-04-03,27,726.3,162.95,8262.96,27.77,5.867,False,25.93,5.015,16.03,0.27,77.23,-5.39,223.85,-6.0,17,63.0,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,4.0,2.0,True,6.0,D,2021-04-14,2026-04-03,27,726.3,162.95,8262.96,27.77,5.867,False,25.93,5.015,16.03,0.27,77.23,-5.39,223.85,-6.0,17,63.0,BTC-USD,2021_default,quick
100,SMA,60,SMA,True,True,True,4.0,1.25,True,9.0,D,2021-04-14,2026-04-03,94,2156.89,436.7,22568.92,74.89,5.831,False,22.34,2.579,8.04,0.19,58.8,-6.56,208.81,-9.0,40,42.6,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,True,True,3.0,1.25,False,2.0,D,2021-04-14,2026-04-03,107,1886.89,382.03,19868.86,65.59,5.824,False,24.3,2.423,6.11,0.182,42.85,-5.68,167.89,-27.81,0,0.0,BTC-USD,2021_default,quick
100,SMA,60,SMA,True,False,True,4.0,1.0,True,4.0,D,2021-04-14,2026-04-03,27,718.3,162.15,8182.97,27.86,5.82,False,18.52,5.65,15.15,0.275,99.43,-4.0,208.81,-4.0,22,81.5,BTC-USD,2021_default,quick
100,SMA,60,SMA,True,False,True,4.0,1.25,True,4.0,D,2021-04-14,2026-04-03,27,718.3,162.15,8182.97,27.86,5.82,False,18.52,5.65,15.15,0.275,99.43,-4.0,208.81,-4.0,22,81.5,BTC-USD,2021_default,quick
100,SMA,60,SMA,True,False,True,4.0,2.0,True,4.0,D,2021-04-14,2026-04-03,27,718.3,162.15,8182.97,27.86,5.82,False,18.52,5.65,15.15,0.275,99.43,-4.0,208.81,-4.0,22,81.5,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,4.0,1.25,True,9.0,D,2021-04-14,2026-04-03,107,1801.12,368.14,19011.18,63.36,5.81,False,24.3,2.447,6.33,0.171,44.03,-5.78,224.49,-9.0,37,34.6,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,True,True,4.0,2.0,True,4.0,D,2021-04-14,2026-04-03,81,1342.14,274.32,14421.36,47.21,5.81,False,16.05,3.256,6.76,0.18,60.77,-3.57,223.85,-4.0,56,69.1,BTC-USD,2021_default,quick
100,SMA,60,SMA,True,True,True,2.0,1.25,True,4.0,D,2021-04-14,2026-04-03,94,1396.54,282.75,14965.42,48.92,5.78,False,21.28,2.665,4.55,0.208,34.2,-3.47,104.41,-4.0,53,56.4,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,2.0,1.25,True,4.0,D,2021-04-14,2026-04-03,92,1236.22,253.38,13362.2,43.96,5.764,False,21.74,2.827,4.47,0.201,31.81,-3.12,111.92,-4.0,47,51.1,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,True,True,3.0,2.0,True,12.0,D,2021-04-14,2026-04-03,107,1916.75,388.08,20167.5,67.41,5.757,False,23.36,2.31,6.39,0.184,48.2,-6.36,167.89,-12.0,23,21.5,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,4.0,2.0,True,9.0,D,2021-04-14,2026-04-03,92,1931.1,395.81,20311.03,69.72,5.677,False,21.74,2.601,8.13,0.186,60.8,-6.49,223.85,-9.0,39,42.4,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,True,True,3.0,1.25,True,12.0,D,2021-04-14,2026-04-03,107,1712.9,346.81,18129.04,61.14,5.672,False,23.36,2.42,5.9,0.178,43.01,-5.42,167.89,-12.0,16,15.0,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,3.0,1.0,True,9.0,D,2021-04-14,2026-04-03,92,1444.94,296.16,15449.4,52.37,5.655,False,22.83,2.656,5.94,0.184,41.76,-4.65,167.89,-9.0,19,20.7,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,4.0,1.0,True,9.0,D,2021-04-14,2026-04-03,107,1720.98,351.76,18209.76,62.35,5.642,False,24.3,2.511,6.21,0.169,42.47,-5.43,224.49,-9.0,34,31.8,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,True,True,2.0,1.0,True,4.0,D,2021-04-14,2026-04-03,81,907.68,185.52,10076.77,33.04,5.615,False,23.46,2.96,4.45,0.202,28.62,-2.96,111.92,-4.0,36,44.4,BTC-USD,2021_default,quick
100,SMA,30,SMA,True,True,True,4.0,1.25,True,4.0,D,2021-04-14,2026-04-03,135,1683.98,340.95,17839.82,60.77,5.611,False,17.04,2.706,4.84,0.147,45.08,-3.42,224.49,-4.0,86,63.7,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,2.0,1.25,True,4.0,D,2021-04-14,2026-04-03,68,1032.88,211.11,11328.83,37.82,5.582,False,23.53,3.001,5.36,0.236,34.16,-3.5,104.41,-4.0,39,57.4,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,True,True,4.0,1.0,True,4.0,D,2021-04-14,2026-04-03,81,1089.01,222.59,11890.07,41.16,5.408,False,17.28,3.316,6.2,0.172,51.33,-3.23,223.85,-4.0,47,58.0,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,True,True,2.0,2.0,True,6.0,D,2021-04-14,2026-04-03,81,913.72,186.76,10137.22,34.63,5.392,False,23.46,2.506,4.93,0.197,35.01,-4.28,111.92,-6.0,36,44.4,BTC-USD,2021_default,quick
100,SMA,30,SMA,True,True,True,4.0,2.0,True,6.0,D,2021-04-14,2026-04-03,135,1769.77,358.32,18697.72,67.11,5.339,False,17.78,2.403,5.69,0.153,54.85,-4.94,224.49,-6.0,78,57.8,BTC-USD,2021_default,quick
160,SMA,60,SMA,True,True,True,4.0,1.0,True,9.0,D,2021-04-14,2026-04-03,79,1858.64,380.96,19586.41,71.36,5.339,False,21.52,2.731,8.3,0.2,60.82,-6.11,201.61,-9.0,27,34.2,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,4.0,1.0,True,12.0,D,2021-04-14,2026-04-03,27,1122.12,251.75,12221.18,47.21,5.333,False,33.33,4.759,18.77,0.303,71.29,-7.49,223.85,-12.0,8,29.6,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,4.0,1.25,True,12.0,D,2021-04-14,2026-04-03,27,1122.12,251.75,12221.18,47.21,5.333,False,33.33,4.759,18.77,0.303,71.29,-7.49,223.85,-12.0,8,29.6,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,4.0,2.0,True,12.0,D,2021-04-14,2026-04-03,27,1122.12,251.75,12221.18,47.21,5.333,False,33.33,4.759,18.77,0.303,71.29,-7.49,223.85,-12.0,8,29.6,BTC-USD,2021_default,quick
100,SMA,60,SMA,True,True,True,3.0,1.0,True,4.0,D,2021-04-14,2026-04-03,94,1281.95,259.55,13819.52,49.23,5.272,False,19.15,2.847,5.15,0.182,41.43,-3.45,156.61,-4.0,58,61.7,BTC-USD,2021_default,quick
100,SMA,30,SMA,True,True,True,4.0,2.0,True,4.0,D,2021-04-14,2026-04-03,135,1698.48,343.89,17984.79,65.24,5.271,False,15.56,2.578,4.98,0.149,52.25,-3.73,224.49,-4.0,102,75.6,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,3.0,1.25,True,9.0,D,2021-04-14,2026-04-03,92,1403.43,287.66,15034.35,55.58,5.175,False,22.83,2.547,6.01,0.184,43.35,-5.03,167.89,-9.0,23,25.0,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,2.0,1.0,False,2.0,D,2021-04-14,2026-04-03,27,467.41,104.87,5674.15,20.48,5.12,False,33.33,5.203,9.6,0.31,35.64,-3.43,111.92,-11.89,0,0.0,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,2.0,1.25,False,2.0,D,2021-04-14,2026-04-03,27,467.41,104.87,5674.15,20.48,5.12,False,33.33,5.203,9.6,0.31,35.64,-3.43,111.92,-11.89,0,0.0,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,2.0,2.0,False,2.0,D,2021-04-14,2026-04-03,27,467.41,104.87,5674.15,20.48,5.12,False,33.33,5.203,9.6,0.31,35.64,-3.43,111.92,-11.89,0,0.0,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,2.0,1.0,True,4.0,D,2021-04-14,2026-04-03,92,1043.93,213.97,11439.25,41.99,5.096,False,21.74,2.777,4.23,0.194,30.4,-3.04,111.92,-4.0,45,48.9,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,4.0,1.0,True,4.0,D,2021-04-14,2026-04-03,27,789.09,177.04,8890.86,35.2,5.03,False,18.52,6.3,16.2,0.274,104.01,-3.75,223.85,-4.0,20,74.1,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,4.0,1.25,True,4.0,D,2021-04-14,2026-04-03,27,789.09,177.04,8890.86,35.2,5.03,False,18.52,6.3,16.2,0.274,104.01,-3.75,223.85,-4.0,20,74.1,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,4.0,2.0,True,4.0,D,2021-04-14,2026-04-03,27,789.09,177.04,8890.86,35.2,5.03,False,18.52,6.3,16.2,0.274,104.01,-3.75,223.85,-4.0,20,74.1,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,4.0,2.0,True,9.0,D,2021-04-14,2026-04-03,107,1635.83,334.35,17358.29,67.06,4.986,False,22.43,2.291,6.49,0.172,51.37,-6.48,224.49,-9.0,47,43.9,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,True,True,2.0,1.0,True,12.0,D,2021-04-14,2026-04-03,107,1242.6,251.58,13425.97,50.62,4.97,False,24.3,2.368,4.17,0.184,29.67,-4.02,111.92,-12.0,7,6.5,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,4.0,2.0,True,12.0,D,2021-04-14,2026-04-03,92,1668.9,342.07,17688.95,69.55,4.918,False,22.83,2.467,8.13,0.185,59.93,-7.18,223.85,-12.0,25,27.2,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,True,True,3.0,2.0,True,9.0,D,2021-04-14,2026-04-03,107,1619.0,327.79,17190.04,67.0,4.893,False,22.43,2.31,6.07,0.177,47.69,-5.97,167.89,-9.0,39,36.4,BTC-USD,2021_default,quick
100,SMA,60,SMA,True,True,True,2.0,1.0,True,4.0,D,2021-04-14,2026-04-03,94,1168.32,236.55,12683.22,49.12,4.816,False,21.28,2.639,4.3,0.2,32.51,-3.33,104.41,-4.0,51,54.3,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,4.0,2.0,False,2.0,D,2021-04-14,2026-04-03,68,1786.9,365.23,18869.04,76.13,4.797,False,29.41,2.489,10.39,0.224,59.05,-9.89,208.81,-34.73,0,0.0,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,True,True,4.0,2.0,False,2.0,D,2021-04-14,2026-04-03,107,1876.73,379.98,19767.34,79.28,4.793,False,24.3,2.347,8.28,0.183,59.35,-8.12,223.85,-37.08,0,0.0,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,2.0,1.0,True,4.0,D,2021-04-14,2026-04-03,68,869.4,177.7,9694.0,37.21,4.775,False,23.53,2.939,5.04,0.227,32.46,-3.4,104.41,-4.0,36,52.9,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,3.0,1.25,True,4.0,D,2021-04-14,2026-04-03,68,898.99,183.75,9989.85,38.54,4.767,False,20.59,2.998,5.78,0.203,42.09,-3.64,156.61,-4.0,45,66.2,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,3.0,2.0,False,2.0,D,2021-04-14,2026-04-03,68,1563.59,319.59,16635.86,67.39,4.742,False,29.41,2.425,8.28,0.229,47.9,-8.23,156.61,-26.05,0,0.0,BTC-USD,2021_default,quick
100,SMA,30,SMA,True,True,True,4.0,1.0,True,4.0,D,2021-04-14,2026-04-03,135,1386.09,280.64,14860.9,60.17,4.664,False,17.04,2.705,4.66,0.142,43.39,-3.29,224.49,-4.0,83,61.5,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,4.0,2.0,True,6.0,D,2021-04-14,2026-04-03,107,1351.38,276.21,14513.75,59.74,4.623,False,19.63,2.469,5.78,0.162,49.53,-4.9,224.49,-6.0,63,58.9,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,3.0,2.0,True,9.0,D,2021-04-14,2026-04-03,68,1402.24,286.61,15022.43,62.18,4.609,False,25.0,2.499,7.8,0.221,52.03,-6.94,156.61,-9.0,31,45.6,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,3.0,1.0,True,9.0,D,2021-04-14,2026-04-03,27,764.7,171.56,8646.96,37.35,4.594,False,33.33,4.759,14.08,0.303,53.46,-5.62,167.89,-9.0,8,29.6,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,3.0,1.25,True,9.0,D,2021-04-14,2026-04-03,27,764.7,171.56,8646.96,37.35,4.594,False,33.33,4.759,14.08,0.303,53.46,-5.62,167.89,-9.0,8,29.6,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,3.0,2.0,True,9.0,D,2021-04-14,2026-04-03,27,764.7,171.56,8646.96,37.35,4.594,False,33.33,4.759,14.08,0.303,53.46,-5.62,167.89,-9.0,8,29.6,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,True,True,2.0,1.25,True,12.0,D,2021-04-14,2026-04-03,107,1235.67,250.18,13356.73,54.57,4.585,False,24.3,2.274,4.27,0.184,31.34,-4.42,111.92,-12.0,8,7.5,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,True,True,2.0,1.0,False,2.0,D,2021-04-14,2026-04-03,107,1184.67,239.86,12846.68,52.79,4.544,False,24.3,2.347,4.14,0.183,29.67,-4.06,111.92,-18.54,0,0.0,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,True,True,2.0,2.0,True,12.0,D,2021-04-14,2026-04-03,107,1385.86,280.59,14858.58,61.89,4.533,False,24.3,2.169,4.76,0.187,36.34,-5.38,111.92,-12.0,15,14.0,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,False,True,3.0,1.0,True,4.0,D,2021-04-14,2026-04-03,24,438.71,98.37,5387.06,21.72,4.528,False,20.83,4.906,12.37,0.282,74.57,-4.0,156.61,-4.0,19,79.2,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,False,True,3.0,1.25,True,4.0,D,2021-04-14,2026-04-03,24,438.71,98.37,5387.06,21.72,4.528,False,20.83,4.906,12.37,0.282,74.57,-4.0,156.61,-4.0,19,79.2,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,False,True,3.0,2.0,True,4.0,D,2021-04-14,2026-04-03,24,438.71,98.37,5387.06,21.72,4.528,False,20.83,4.906,12.37,0.282,74.57,-4.0,156.61,-4.0,19,79.2,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,4.0,1.25,True,6.0,D,2021-04-14,2026-04-03,107,1220.83,249.53,13208.25,55.92,4.462,False,20.56,2.537,5.52,0.157,44.34,-4.52,224.49,-6.0,54,50.5,BTC-USD,2021_default,quick
100,SMA,60,SMA,True,True,True,4.0,2.0,True,9.0,D,2021-04-14,2026-04-03,94,1719.91,348.22,18199.1,78.44,4.44,False,21.28,2.401,8.07,0.187,65.03,-7.32,208.81,-9.0,50,53.2,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,4.0,1.0,True,6.0,D,2021-04-14,2026-04-03,107,1176.45,240.46,12764.55,54.31,4.427,False,21.5,2.616,5.42,0.155,40.85,-4.28,224.49,-6.0,48,44.9,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,True,True,2.0,1.0,True,9.0,D,2021-04-14,2026-04-03,107,1068.82,216.4,11688.21,48.93,4.422,False,23.36,2.342,3.99,0.178,29.83,-3.88,111.92,-9.0,11,10.3,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,True,True,3.0,2.0,False,2.0,D,2021-04-14,2026-04-03,107,1598.35,323.61,16983.5,73.47,4.405,False,24.3,2.223,6.39,0.182,47.84,-6.91,167.89,-27.81,0,0.0,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,3.0,1.25,True,12.0,D,2021-04-14,2026-04-03,68,1403.89,286.94,15038.87,65.38,4.389,False,27.94,2.539,7.55,0.222,44.56,-6.81,156.61,-12.0,16,23.5,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,3.0,1.25,False,2.0,D,2021-04-14,2026-04-03,68,1333.88,272.64,14338.8,63.97,4.262,False,29.41,2.526,7.55,0.221,42.48,-7.01,156.61,-26.05,0,0.0,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,True,True,2.0,1.25,True,9.0,D,2021-04-14,2026-04-03,107,1093.85,221.47,11938.45,52.22,4.241,False,23.36,2.264,4.12,0.179,31.56,-4.25,111.92,-9.0,17,15.9,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,4.0,1.25,False,2.0,D,2021-04-14,2026-04-03,68,1526.36,311.98,16263.62,73.63,4.237,False,29.41,2.579,9.66,0.215,53.63,-8.67,208.81,-34.73,0,0.0,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,True,True,2.0,1.25,False,2.0,D,2021-04-14,2026-04-03,107,1166.44,236.17,12664.44,56.57,4.175,False,24.3,2.251,4.23,0.182,31.34,-4.47,111.92,-18.54,0,0.0,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,3.0,2.0,True,6.0,D,2021-04-14,2026-04-03,92,1178.94,241.64,12789.37,58.63,4.121,False,19.57,2.55,5.92,0.178,49.79,-4.75,167.89,-6.0,49,53.3,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,3.0,1.0,True,12.0,D,2021-04-14,2026-04-03,68,1291.33,263.94,13913.28,64.24,4.109,False,27.94,2.582,7.3,0.217,42.66,-6.41,156.61,-12.0,16,23.5,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,3.0,1.0,True,4.0,D,2021-04-14,2026-04-03,68,754.82,154.28,8548.24,37.94,4.066,False,20.59,2.941,5.45,0.194,40.14,-3.54,156.61,-4.0,42,61.8,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,True,True,2.0,2.0,True,12.0,D,2021-04-14,2026-04-03,81,878.12,179.48,9781.23,44.76,4.01,False,27.16,2.285,5.1,0.197,33.39,-5.45,111.92,-12.0,13,16.0,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,3.0,1.0,False,2.0,D,2021-04-14,2026-04-03,68,1226.56,250.7,13265.61,62.78,3.993,False,29.41,2.567,7.3,0.216,40.67,-6.6,156.61,-26.05,0,0.0,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,2.0,1.0,True,6.0,D,2021-04-14,2026-04-03,68,867.06,177.22,9670.63,44.4,3.992,False,26.47,2.634,5.15,0.226,31.34,-4.28,104.41,-6.0,24,35.3,BTC-USD,2021_default,quick
100,SMA,44,SMA,True,True,True,2.0,2.0,True,6.0,D,2021-04-14,2026-04-03,107,1009.62,204.42,11096.23,51.38,3.978,False,21.5,2.216,4.19,0.174,35.57,-4.4,111.92,-6.0,45,42.1,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,True,True,2.0,2.0,True,9.0,D,2021-04-14,2026-04-03,81,835.81,170.83,9358.12,43.01,3.972,False,25.93,2.321,4.97,0.194,33.67,-5.08,111.92,-9.0,21,25.9,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,4.0,1.0,False,2.0,D,2021-04-14,2026-04-03,68,1404.64,287.1,15046.37,72.76,3.946,False,29.41,2.615,9.41,0.211,51.82,-8.26,208.81,-34.73,0,0.0,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,3.0,1.0,True,6.0,D,2021-04-14,2026-04-03,27,451.65,101.33,5516.54,25.76,3.933,False,29.63,4.441,11.65,0.261,50.76,-4.81,167.89,-6.0,12,44.4,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,3.0,1.25,True,6.0,D,2021-04-14,2026-04-03,27,451.65,101.33,5516.54,25.76,3.933,False,29.63,4.441,11.65,0.261,50.76,-4.81,167.89,-6.0,12,44.4,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,3.0,2.0,True,6.0,D,2021-04-14,2026-04-03,27,451.65,101.33,5516.54,25.76,3.933,False,29.63,4.441,11.65,0.261,50.76,-4.81,167.89,-6.0,12,44.4,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,2.0,1.0,True,6.0,D,2021-04-14,2026-04-03,92,844.83,173.16,9448.28,44.1,3.927,False,22.83,2.467,4.07,0.185,29.96,-3.59,111.92,-6.0,25,27.2,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,True,True,2.0,2.0,False,2.0,D,2021-04-14,2026-04-03,68,1073.38,219.39,11733.8,56.03,3.915,False,29.41,2.33,6.17,0.232,36.76,-6.57,104.41,-17.36,0,0.0,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,2.0,2.0,True,4.0,D,2021-04-14,2026-04-03,108,728.36,148.87,8283.58,38.72,3.845,False,18.52,2.197,3.29,0.167,32.62,-3.37,112.25,-4.0,66,61.1,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,False,True,4.0,1.0,True,6.0,D,2021-04-14,2026-04-03,24,519.97,116.59,6199.73,31.01,3.759,False,20.83,4.361,15.97,0.272,99.43,-6.0,208.81,-6.0,19,79.2,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,False,True,4.0,1.25,True,6.0,D,2021-04-14,2026-04-03,24,519.97,116.59,6199.73,31.01,3.759,False,20.83,4.361,15.97,0.272,99.43,-6.0,208.81,-6.0,19,79.2,BTC-USD,2021_default,quick
130,SMA,60,SMA,True,False,True,4.0,2.0,True,6.0,D,2021-04-14,2026-04-03,24,519.97,116.59,6199.73,31.01,3.759,False,20.83,4.361,15.97,0.272,99.43,-6.0,208.81,-6.0,19,79.2,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,3.0,1.0,True,4.0,D,2021-04-14,2026-04-03,27,476.16,106.83,5761.57,28.43,3.757,False,22.22,5.075,11.76,0.264,65.89,-3.71,167.89,-4.0,19,70.4,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,3.0,1.25,True,4.0,D,2021-04-14,2026-04-03,27,476.16,106.83,5761.57,28.43,3.757,False,22.22,5.075,11.76,0.264,65.89,-3.71,167.89,-4.0,19,70.4,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,3.0,2.0,True,4.0,D,2021-04-14,2026-04-03,27,476.16,106.83,5761.57,28.43,3.757,False,22.22,5.075,11.76,0.264,65.89,-3.71,167.89,-4.0,19,70.4,BTC-USD,2021_default,quick
160,SMA,44,SMA,True,True,True,3.0,1.0,True,12.0,D,2021-04-14,2026-04-03,92,1056.98,216.64,11569.77,57.81,3.747,False,22.83,2.469,5.67,0.175,41.76,-5.0,167.89,-12.0,14,15.2,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,2.0,1.0,True,6.0,D,2021-04-14,2026-04-03,27,436.09,97.84,5360.88,26.23,3.73,False,33.33,4.759,9.38,0.303,35.64,-3.75,111.92,-6.0,8,29.6,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,2.0,1.25,True,6.0,D,2021-04-14,2026-04-03,27,436.09,97.84,5360.88,26.23,3.73,False,33.33,4.759,9.38,0.303,35.64,-3.75,111.92,-6.0,8,29.6,BTC-USD,2021_default,quick
130,SMA,44,SMA,True,False,True,2.0,2.0,True,6.0,D,2021-04-14,2026-04-03,27,436.09,97.84,5360.88,26.23,3.73,False,33.33,4.759,9.38,0.303,35.64,-3.75,111.92,-6.0,8,29.6,BTC-USD,2021_default,quick
130,SMA,30,SMA,True,True,True,2.0,1.25,True,4.0,D,2021-04-14,2026-04-03,107,708.68,144.85,8086.77,39.06,3.708,False,21.5,2.261,3.14,0.169,26.2,-3.17,112.25,-4.0,58,54.2,BTC-USD,2021_default,quick
