slow_ma_len,slow_ma_type,fast_ma_len,fast_ma_type,allow_longs,allow_shorts,use_fast_ma,leverage_long,leverage_short,sl_enable,sl_risk_pct,atr_sl_enable,atr_sl_len,atr_sl_mult,signal_tf,period_start,period_end,trades,pl_pct,ann_return,end_capital,max_dd,calmar,liq_risk,win_rate,profit_factor,expectancy,sharpe_trade,avg_win,avg_loss,max_win,max_loss,sl_hits,sl_hit_rate,ticker,period_name,mode
130,SMA,44,SMA,True,True,True,4.0,1.0,False,9.0,True,10,2.0,D,2021-04-14,2026-04-03,81,2919.21,596.67,30192.07,61.82,9.652,False,29.63,3.073,9.33,0.21,46.68,-6.39,223.85,-38.31,4,4.9,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,3.0,1.25,False,9.0,True,10,2.5,D,2021-04-14,2026-04-03,81,2313.99,472.96,24139.88,49.09,9.635,False,29.63,2.878,7.39,0.217,38.2,-5.59,167.89,-26.05,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,3.0,1.25,False,9.0,True,14,2.5,D,2021-04-14,2026-04-03,81,2309.72,472.09,24097.23,49.09,9.617,False,29.63,2.877,7.38,0.216,38.2,-5.59,167.89,-26.05,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,2.0,1.25,False,9.0,True,14,1.5,D,2021-04-14,2026-04-03,81,1699.1,347.28,17991.01,36.15,9.607,False,29.63,2.931,5.49,0.233,28.12,-4.04,111.92,-13.54,10,12.3,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,3.0,1.25,False,9.0,True,7,2.5,D,2021-04-14,2026-04-03,81,2304.6,471.04,24046.02,49.09,9.596,False,29.63,2.875,7.38,0.216,38.2,-5.59,167.89,-26.05,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,3.0,1.25,False,9.0,True,20,2.5,D,2021-04-14,2026-04-03,81,2295.67,469.22,23956.74,49.09,9.559,False,29.63,2.873,7.38,0.216,38.2,-5.6,167.89,-26.05,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,2.0,2.0,False,9.0,False,14,2.5,D,2021-04-14,2026-04-03,81,1985.42,405.81,20854.19,42.63,9.518,False,30.86,2.702,6.16,0.234,31.67,-5.23,111.92,-17.36,0,0.0,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,2.0,2.0,False,9.0,True,28,3.5,D,2021-04-14,2026-04-03,81,1985.42,405.81,20854.19,42.63,9.518,False,30.86,2.702,6.16,0.234,31.67,-5.23,111.92,-17.36,0,0.0,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,3.0,1.25,False,9.0,True,28,2.5,D,2021-04-14,2026-04-03,81,2277.81,465.57,23778.07,49.09,9.484,False,29.63,2.867,7.37,0.216,38.2,-5.61,167.89,-26.05,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,4.0,1.25,False,9.0,True,14,3.0,D,2021-04-14,2026-04-03,81,2763.27,564.79,28632.66,59.98,9.416,False,29.63,2.923,9.41,0.21,48.27,-6.95,223.85,-34.73,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,4.0,1.0,False,9.0,True,10,2.5,D,2021-04-14,2026-04-03,81,2732.36,558.47,28323.56,59.6,9.37,False,29.63,3.025,9.26,0.208,46.68,-6.5,223.85,-34.73,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,4.0,1.0,False,9.0,True,7,2.5,D,2021-04-14,2026-04-03,81,2723.29,556.62,28232.91,59.6,9.339,False,29.63,3.023,9.26,0.208,46.68,-6.5,223.85,-34.73,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,3.0,1.25,False,9.0,True,20,2.0,D,2021-04-14,2026-04-03,81,2243.94,458.64,23439.37,49.11,9.338,False,29.63,2.854,7.35,0.215,38.2,-5.64,167.89,-26.08,6,7.4,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,4.0,1.0,False,9.0,True,14,2.5,D,2021-04-14,2026-04-03,81,2722.42,556.44,28224.24,59.6,9.336,False,29.63,3.023,9.26,0.208,46.68,-6.5,223.85,-34.73,2,2.5,BTC-USD,2021_default,atr_quick
100,SMA,44,SMA,True,True,True,4.0,1.0,False,9.0,True,14,1.5,D,2021-04-14,2026-04-03,107,3048.26,617.17,31482.58,66.26,9.315,False,24.3,2.713,8.08,0.185,52.69,-6.23,223.85,-29.69,14,13.1,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,4.0,1.25,False,9.0,True,20,3.0,D,2021-04-14,2026-04-03,81,2732.69,558.54,28326.92,59.98,9.312,False,29.63,2.917,9.4,0.21,48.27,-6.97,223.85,-34.73,2,2.5,BTC-USD,2021_default,atr_quick
130,SMA,44,SMA,True,True,True,4.0,1.0,False,9.0,True,20,2.5,D,2021-04-14,2026-04-03,81,2698.42,551.54,27984.19,59.6,9.254,False,29.63,3.018,9.25,0.208,46.68,-6.51,223.85,-34.73,2,2.5,BTC-USD,2021_default,atr_quick
