min_calmar,mean_calmar,n_positive,n_periods,slow_ma_len,slow_ma_type,fast_ma_len,fast_ma_type,allow_longs,allow_shorts,use_fast_ma,leverage_long,leverage_short,sl_enable,sl_risk_pct,atr_sl_enable,atr_sl_len,atr_sl_mult,signal_tf,calmar_btc_p1_bull_2017,ann_btc_p1_bull_2017,maxdd_btc_p1_bull_2017,trades_btc_p1_bull_2017,calmar_btc_p2_bear_2018,ann_btc_p2_bear_2018,maxdd_btc_p2_bear_2018,trades_btc_p2_bear_2018,calmar_btc_p3_sideways_2019,ann_btc_p3_sideways_2019,maxdd_btc_p3_sideways_2019,trades_btc_p3_sideways_2019,calmar_btc_p4_bull_2020_2021,ann_btc_p4_bull_2020_2021,maxdd_btc_p4_bull_2020_2021,trades_btc_p4_bull_2020_2021,calmar_btc_p5_bear_2022,ann_btc_p5_bear_2022,maxdd_btc_p5_bear_2022,trades_btc_p5_bear_2022,calmar_btc_p6_bull_2023_2024,ann_btc_p6_bull_2023_2024,maxdd_btc_p6_bull_2023_2024,trades_btc_p6_bull_2023_2024,calmar_btc_p7_current_2025,ann_btc_p7_current_2025,maxdd_btc_p7_current_2025,trades_btc_p7_current_2025
-0.194,5.170857142857143,6,7,130,SMA,44,SMA,True,True,True,2.0,2.0,True,6.0,False,14,2.5,D,11.649,212.9,18.28,9,4.748,147.25,31.01,17,6.687,185.02,27.67,12,3.951,177.48,44.92,22,2.211,58.83,26.61,14,7.144,244.9,34.28,36,-0.194,-5.9,30.46,25
-0.205,28.381428571428575,6,7,130,SMA,60,SMA,True,True,True,3.0,1.25,True,12.0,False,14,2.5,D,144.347,3781.97,26.2,9,-0.205,-10.25,49.97,15,23.808,340.51,14.3,12,24.818,904.33,36.44,13,0.592,20.7,34.96,11,5.211,340.69,65.38,33,0.099,3.61,36.31,19
-0.207,5.859285714285716,6,7,160,SMA,44,SMA,True,True,True,4.0,1.0,True,9.0,False,14,2.5,D,7.102,219.05,30.84,8,3.864,78.88,20.42,18,6.21,244.68,39.4,14,7.411,444.66,60.0,27,0.172,4.56,26.59,16,16.463,971.17,58.99,39,-0.207,-9.04,43.76,26
-0.214,18.047714285714285,6,7,100,SMA,30,SMA,True,True,True,2.0,2.0,True,12.0,False,14,2.5,D,95.986,3842.37,40.03,14,0.809,32.26,39.88,25,9.247,356.5,38.55,20,17.723,803.98,45.36,44,2.085,83.02,39.82,23,0.698,48.34,69.22,52,-0.214,-10.17,47.53,40
-0.215,4.813714285714286,6,7,100,SMA,60,SMA,True,True,True,4.0,2.0,True,8.0,False,14,2.5,D,10.262,349.84,34.09,15,0.109,5.18,47.44,20,-0.215,-8.94,41.52,17,11.633,684.71,58.86,29,1.126,49.77,44.22,14,9.956,745.59,74.89,38,0.825,37.48,45.44,27
-0.221,5.763857142857143,6,7,100,SMA,44,SMA,True,True,True,4.0,2.0,True,12.0,False,14,2.5,D,19.781,791.85,40.03,14,1.263,54.93,43.51,22,-0.221,-12.54,56.71,17,7.769,396.2,51.0,37,0.622,27.85,44.79,17,10.993,799.94,72.77,41,0.14,6.71,47.92,33
-0.227,42.979000000000006,6,7,130,SMA,30,SMA,True,True,True,4.0,2.0,True,8.0,False,14,2.5,D,276.103,4240.94,15.36,10,0.091,4.0,44.22,21,1.024,37.16,36.27,16,12.785,802.04,62.73,32,4.203,120.58,28.69,20,6.874,434.79,63.25,46,-0.227,-11.09,48.81,33
-0.23,15.322714285714287,6,7,100,SMA,60,SMA,True,True,True,2.0,1.25,True,8.0,False,14,2.5,D,83.699,1964.31,23.47,13,0.923,27.78,30.1,19,-0.23,-6.01,26.17,17,19.186,589.83,30.74,28,0.387,14.85,38.41,14,3.019,181.21,60.02,38,0.275,10.01,36.36,27
-0.233,15.213142857142858,6,7,100,SMA,60,SMA,True,True,True,2.0,1.0,True,8.0,False,14,2.5,D,83.699,1964.31,23.47,13,0.499,14.11,28.28,19,-0.233,-5.48,23.5,17,18.784,568.57,30.27,28,0.165,5.78,35.0,14,3.458,202.03,58.43,38,0.12,4.1,34.27,27
-0.239,14.539428571428571,6,7,100,SMA,44,SMA,True,True,True,2.0,1.25,True,8.0,False,14,2.5,D,86.457,2451.99,28.36,14,1.569,46.04,29.35,22,-0.239,-9.87,41.37,17,6.966,230.06,33.02,37,1.03,29.86,28.99,17,5.751,295.22,51.34,41,0.242,7.47,30.83,33
-0.242,13.796285714285714,6,7,160,SMA,44,SMA,True,True,True,2.0,1.25,True,9.0,False,14,2.5,D,74.397,1178.01,15.83,8,3.209,68.11,21.22,18,2.773,99.44,35.85,14,10.591,489.64,46.23,27,0.325,9.16,28.21,16,5.521,260.11,47.12,39,-0.242,-10.28,42.51,26
-0.243,6.774999999999999,6,7,160,SMA,30,SMA,True,True,True,2.0,1.25,True,4.0,False,14,2.5,D,17.493,263.54,15.07,9,1.068,20.2,18.92,22,9.581,194.27,20.28,18,11.729,534.83,45.6,37,4.842,65.77,13.58,22,2.955,154.84,52.4,50,-0.243,-8.78,36.12,34
-0.243,4.882285714285715,6,7,160,SMA,44,SMA,True,True,True,3.0,1.0,True,8.0,False,14,2.5,D,7.709,191.2,24.8,8,3.823,71.33,18.66,18,5.082,180.52,35.52,14,5.516,306.32,55.53,27,0.267,6.67,25.02,16,12.022,610.49,50.78,39,-0.243,-9.69,39.84,26
-0.245,11.464285714285712,6,7,130,SMA,60,SMA,True,True,True,4.0,1.25,True,12.0,False,14,2.5,D,25.444,666.65,26.2,9,-0.245,-12.22,49.97,15,11.059,331.38,29.96,12,32.144,1314.46,40.89,13,0.441,15.42,34.96,11,10.943,732.65,66.95,33,0.464,16.63,35.87,19
-0.249,24.22114285714286,6,7,130,SMA,30,SMA,True,True,True,2.0,2.0,True,8.0,False,14,2.5,D,141.981,2180.83,15.36,10,0.202,8.93,44.22,21,11.759,308.15,26.21,16,9.781,497.45,50.86,32,4.434,127.21,28.69,20,1.64,85.34,52.03,46,-0.249,-12.37,49.75,33
-0.261,14.397,6,7,100,SMA,44,SMA,True,True,True,2.0,1.0,True,8.0,False,14,2.5,D,86.457,2451.99,28.36,14,0.979,27.1,27.67,22,-0.261,-10.19,38.99,17,6.139,222.64,36.27,37,0.705,18.39,26.07,17,6.667,327.54,49.13,41,0.093,2.71,29.22,33
-0.265,13.780999999999997,6,7,160,SMA,44,SMA,True,True,True,2.0,1.25,True,8.0,False,14,2.5,D,80.913,1206.36,14.91,8,3.34,73.93,22.13,18,3.335,110.02,32.99,14,3.426,174.3,50.87,27,0.496,13.06,26.31,16,5.222,246.94,47.29,39,-0.265,-11.54,43.55,26
-0.266,12.888857142857143,6,7,100,SMA,60,SMA,True,True,True,2.0,1.0,True,9.0,False,14,2.5,D,69.857,1811.91,25.94,13,0.362,10.8,29.83,19,-0.266,-6.47,24.33,17,16.67,534.69,32.08,28,0.125,4.41,35.2,14,3.358,198.69,59.17,38,0.116,4.1,35.23,27
-0.276,12.813285714285715,6,7,100,SMA,60,SMA,True,True,True,2.0,1.25,True,9.0,False,14,2.5,D,69.857,1811.91,25.94,13,0.762,24.09,31.61,19,-0.276,-7.56,27.44,17,16.084,542.13,33.71,28,0.226,9.12,40.39,14,2.771,170.66,61.6,38,0.269,10.02,37.3,27
-0.279,7.627285714285713,6,7,100,SMA,60,SMA,True,True,True,3.0,1.0,True,6.0,False,14,2.5,D,11.826,314.67,26.61,15,0.361,9.84,27.23,19,-0.279,-8.9,31.85,17,30.499,871.28,28.57,29,0.364,11.88,32.67,14,10.025,609.86,60.83,38,0.595,18.65,31.34,27
-0.284,36.869285714285716,6,7,130,SMA,30,SMA,True,True,True,3.0,1.0,True,6.0,False,14,2.5,D,236.47,2752.51,11.64,10,0.223,7.83,35.15,21,0.776,22.06,28.43,16,10.755,545.55,50.72,32,2.118,43.88,20.72,20,8.027,399.02,49.71,46,-0.284,-9.41,33.15,33
-0.287,6.4391428571428575,6,7,100,SMA,30,SMA,True,True,True,3.0,2.0,True,8.0,False,14,2.5,D,24.428,961.6,39.36,17,0.088,4.35,49.3,25,2.805,93.59,33.36,20,12.269,844.28,68.82,45,3.136,108.88,34.72,23,2.635,193.31,73.35,52,-0.287,-15.01,52.29,40
-0.288,4.172142857142857,6,7,160,SMA,44,SMA,True,True,True,3.0,1.25,True,9.0,False,14,2.5,D,6.873,181.65,26.43,8,4.053,86.03,21.22,18,4.274,166.45,38.95,14,4.704,276.05,58.68,27,0.293,8.43,28.72,16,9.296,516.66,55.58,39,-0.288,-12.83,44.61,26
-0.29,18.511142857142858,6,7,100,SMA,60,SMA,True,True,True,3.0,2.0,True,12.0,False,14,2.5,D,105.702,3552.52,33.61,13,0.882,37.82,42.9,19,-0.29,-10.84,37.42,17,19.643,848.66,43.21,28,0.315,16.79,53.26,14,3.094,234.41,75.77,38,0.232,11.74,50.57,27
-0.295,6.821142857142857,6,7,100,SMA,60,SMA,True,True,True,2.0,1.25,True,6.0,False,14,2.5,D,16.949,394.35,23.27,13,0.205,7.07,34.48,20,-0.295,-8.56,29.0,17,25.744,639.27,24.83,28,0.696,24.47,35.15,14,3.862,219.78,56.91,38,0.587,18.87,32.12,27
-0.296,14.047714285714283,6,7,100,SMA,44,SMA,True,True,True,2.0,1.25,True,9.0,False,14,2.5,D,72.034,2263.67,31.43,14,1.332,41.12,30.88,22,-0.296,-12.91,43.63,17,18.625,618.96,33.23,37,0.806,24.61,30.53,17,5.562,290.49,52.22,41,0.271,8.43,31.09,33
-0.296,10.844999999999999,6,7,130,SMA,60,SMA,True,True,True,2.0,0.5,True,6.0,False,14,2.5,D,29.475,392.06,13.3,9,-0.296,-8.08,27.24,15,13.076,210.43,16.09,12,25.588,572.52,22.37,13,0.445,7.34,16.47,11,7.142,290.83,40.72,33,0.485,9.17,18.92,19
-0.296,3.915,6,7,160,SMA,44,SMA,True,True,True,4.0,2.0,True,12.0,False,14,2.5,D,5.945,201.94,33.97,8,4.245,135.22,31.85,18,4.015,195.74,48.75,14,4.414,308.02,69.79,27,0.373,14.28,38.24,16,8.709,605.78,69.55,39,-0.296,-17.15,57.99,26
-0.297,18.673571428571428,6,7,130,SMA,30,SMA,True,True,True,2.0,1.0,True,6.0,False,14,2.5,D,106.094,1234.93,11.64,10,0.298,10.49,35.15,21,8.986,230.99,25.71,16,9.737,425.9,43.74,32,2.118,43.88,20.72,20,3.779,163.0,43.14,46,-0.297,-10.02,33.72,33
-0.311,18.538,6,7,100,SMA,44,SMA,True,True,True,3.0,2.0,True,12.0,False,14,2.5,D,114.662,4589.98,40.03,14,1.62,67.88,41.91,22,-0.311,-17.47,56.21,17,6.005,284.26,47.34,37,0.997,41.33,41.47,17,6.626,446.65,67.41,41,0.167,7.36,44.02,33
-0.32,3.460142857142857,6,7,100,SMA,60,SMA,True,True,True,3.0,2.0,True,8.0,False,14,2.5,D,8.409,254.0,30.21,15,0.387,17.1,44.22,20,-0.32,-12.99,40.63,17,9.204,541.74,58.86,29,1.126,49.77,44.22,14,4.803,347.19,72.28,38,0.612,27.09,44.27,27
-0.321,20.222714285714286,6,7,100,SMA,30,SMA,True,True,True,2.0,1.0,True,6.0,False,14,2.5,D,114.277,2505.54,21.93,15,0.631,15.28,24.21,25,2.039,50.61,24.82,20,20.661,676.33,32.74,44,1.375,34.3,24.94,23,2.897,164.65,56.83,52,-0.321,-11.36,35.45,40
-0.324,13.790714285714287,6,7,160,SMA,44,SMA,True,True,True,2.0,1.0,True,9.0,False,14,2.5,D,74.397,1178.01,15.83,8,2.314,47.24,20.42,18,2.711,97.2,35.85,14,10.452,484.04,46.31,27,0.234,5.98,25.53,16,6.751,292.25,43.29,39,-0.324,-13.14,40.52,26
-0.326,14.243857142857147,6,7,100,SMA,44,SMA,True,True,True,2.0,1.0,True,9.0,False,14,2.5,D,72.034,2263.67,31.43,14,0.78,22.79,29.23,22,-0.326,-13.55,41.6,17,19.626,615.44,31.36,37,0.708,18.05,25.49,17,6.76,330.79,48.93,41,0.125,3.62,28.83,33
-0.328,14.246142857142857,6,7,130,SMA,30,SMA,True,True,True,2.0,2.0,True,12.0,False,14,2.5,D,80.587,1818.04,22.56,10,0.059,3.51,59.13,21,7.91,256.93,32.48,16,7.592,446.56,58.82,32,2.456,93.4,38.03,20,1.447,76.87,53.13,46,-0.328,-17.0,51.88,33
-0.332,23.406000000000002,6,7,100,SMA,30,SMA,True,True,True,2.0,1.25,True,8.0,False,14,2.5,D,143.754,4076.97,28.36,15,0.514,15.09,29.35,25,1.96,55.21,28.16,20,14.33,595.4,41.55,44,1.665,48.15,28.92,23,1.951,117.5,60.23,52,-0.332,-13.55,40.84,40
-0.332,15.538285714285712,6,7,160,SMA,44,SMA,True,True,True,3.0,2.0,True,12.0,False,14,2.5,D,93.063,2030.38,21.82,8,3.6,114.68,31.85,18,2.993,137.09,45.81,14,3.017,201.96,66.95,27,0.398,15.06,37.8,16,6.029,383.18,63.55,39,-0.332,-19.81,59.77,26
-0.337,18.99671428571429,6,7,100,SMA,30,SMA,True,True,True,2.0,1.25,True,9.0,False,14,2.5,D,117.263,3684.98,31.43,15,0.26,8.02,30.88,25,1.74,51.17,29.4,20,10.954,521.41,47.6,44,1.431,43.6,30.46,23,1.666,102.95,61.8,52,-0.337,-13.55,40.19,40
-0.345,13.865142857142859,6,7,160,SMA,44,SMA,True,True,True,2.0,1.0,True,8.0,False,14,2.5,D,80.913,1206.36,14.91,8,2.935,54.76,18.66,18,3.263,107.65,32.99,14,3.291,169.41,51.48,27,0.302,7.39,24.49,16,6.697,291.13,43.48,39,-0.345,-14.35,41.59,26
-0.347,4.533285714285714,6,7,100,SMA,60,SMA,True,True,True,3.0,2.0,True,9.0,False,14,2.5,D,17.021,564.95,33.19,13,0.123,5.96,48.32,20,-0.347,-14.16,40.82,17,9.441,539.73,57.17,28,0.724,35.0,48.32,14,4.266,312.58,73.27,38,0.505,23.58,46.66,27
-0.347,7.401285714285714,6,7,100,SMA,60,SMA,True,True,True,4.0,1.25,True,8.0,False,14,2.5,D,10.262,349.84,34.09,15,0.14,4.92,35.11,19,-0.347,-13.92,40.16,17,28.144,1078.86,38.33,29,0.197,7.99,40.54,14,12.918,922.0,71.37,38,0.495,19.31,38.99,27
-0.347,6.316714285714285,6,7,160,SMA,30,SMA,True,True,True,2.0,1.0,True,4.0,False,14,2.5,D,17.493,263.54,15.07,9,0.367,6.97,19.02,22,9.393,189.57,20.18,18,11.032,509.07,46.14,37,3.057,42.17,13.8,22,3.222,163.43,50.73,50,-0.347,-12.34,35.54,34
-0.362,4.232142857142858,6,7,160,SMA,44,SMA,True,True,True,3.0,1.0,True,9.0,False,14,2.5,D,6.873,181.65,26.43,8,3.089,63.06,20.42,18,4.196,163.42,38.95,14,4.641,272.63,58.74,27,0.202,5.27,26.06,16,10.986,575.33,52.37,39,-0.362,-15.59,43.04,26
-0.364,19.731714285714283,6,7,130,SMA,44,SMA,True,True,True,2.0,0.5,True,9.0,False,14,2.5,D,101.309,1604.16,15.83,9,-0.364,-11.87,32.61,17,4.945,147.45,29.82,12,20.484,625.95,30.56,22,0.431,7.34,17.01,14,11.193,350.01,31.27,36,0.124,3.1,25.11,25
-0.368,6.896428571428572,6,7,100,SMA,60,SMA,True,True,True,2.0,1.0,True,6.0,False,14,2.5,D,16.949,394.35,23.27,13,0.91,22.63,24.85,19,-0.368,-10.49,28.47,17,25.596,614.46,24.01,28,0.364,11.88,32.67,14,4.41,241.02,54.66,38,0.414,12.39,29.89,27
-0.374,27.624571428571432,6,7,130,SMA,60,SMA,True,True,True,2.0,1.0,True,12.0,False,14,2.5,D,146.523,2243.2,15.31,9,-0.374,-17.97,48.06,15,19.089,229.07,12.0,12,23.264,698.92,30.04,13,0.555,17.09,30.77,11,3.919,195.09,49.78,33,0.396,10.46,26.38,19
-0.38,4.082285714285715,6,7,160,SMA,44,SMA,True,True,True,2.0,0.5,True,6.0,False,14,2.5,D,7.885,144.1,18.28,8,2.255,30.12,13.36,18,4.324,122.1,28.24,14,4.757,208.55,43.84,27,0.231,3.44,14.93,16,9.504,340.6,35.84,39,-0.38,-11.5,30.28,26
-0.381,10.34614285714286,6,7,160,SMA,60,SMA,True,True,True,2.0,1.25,True,4.0,False,14,2.5,D,39.779,374.84,9.42,8,6.542,78.64,12.02,16,6.685,138.76,20.76,14,14.589,547.62,37.54,18,-0.381,-8.28,21.72,13,4.301,220.66,51.31,36,0.908,22.13,24.38,20
-0.396,7.146714285714286,6,7,160,SMA,60,SMA,True,True,True,2.0,0.5,True,6.0,False,14,2.5,D,24.454,321.76,13.16,8,1.009,13.63,13.52,16,4.921,117.67,23.91,14,15.062,528.27,35.07,18,0.006,0.1,18.19,13,4.971,251.73,50.64,36,-0.396,-11.79,29.75,20
-0.398,5.207285714285713,6,7,160,SMA,44,SMA,True,True,True,3.0,0.5,True,8.0,False,14,2.5,D,7.709,191.2,24.8,8,1.786,29.47,16.5,18,4.637,173.37,37.39,14,5.383,299.04,55.55,27,0.04,0.68,17.33,16,17.294,752.43,43.51,39,-0.398,-14.6,36.73,26
-0.4,25.132,6,7,130,SMA,30,SMA,True,True,True,2.0,1.25,True,8.0,False,14,2.5,D,147.323,2262.88,15.36,10,0.091,4.0,44.22,21,9.796,256.72,26.21,16,14.514,620.86,42.78,32,2.137,56.74,26.55,20,2.463,117.73,47.8,46,-0.4,-17.53,43.89,33
-0.407,36.38485714285714,6,7,100,SMA,30,SMA,True,True,True,3.0,2.0,True,12.0,False,14,2.5,D,229.208,9175.32,40.03,15,0.422,17.7,41.91,25,1.941,77.47,39.91,20,20.185,1142.86,56.62,44,1.781,73.74,41.41,23,1.564,118.99,76.09,52,-0.407,-23.23,57.13,40
-0.409,14.311571428571428,6,7,160,SMA,60,SMA,True,True,True,3.0,1.25,True,4.0,False,14,2.5,D,54.675,630.21,11.53,8,7.721,88.99,11.53,16,8.77,210.23,23.97,14,28.129,1055.86,37.54,18,-0.409,-8.88,21.72,13,1.117,61.43,54.98,36,0.178,5.9,33.17,20
-0.411,4.941857142857143,6,7,100,SMA,30,SMA,True,True,True,3.0,1.0,True,6.0,False,14,2.5,D,3.707,194.3,52.41,17,0.15,3.64,24.21,25,3.515,88.35,25.14,20,19.54,944.91,48.36,46,1.36,34.08,25.07,23,6.732,430.31,63.92,52,-0.411,-17.24,41.91,40
-0.418,23.056571428571424,6,7,100,SMA,30,SMA,True,True,True,2.0,1.0,True,8.0,False,14,2.5,D,143.754,4076.97,28.36,15,0.004,0.11,27.67,25,2.004,52.32,26.1,20,12.689,562.83,44.35,44,1.108,30.04,27.11,23,2.255,131.77,58.43,52,-0.418,-16.15,38.61,40
-0.422,6.819857142857141,6,7,130,SMA,44,SMA,True,True,True,3.0,0.5,True,9.0,False,14,2.5,D,12.478,329.78,26.43,9,-0.422,-13.76,32.61,17,6.687,222.03,33.2,12,6.441,301.56,46.82,22,0.191,3.26,17.01,14,22.144,778.76,35.17,36,0.22,6.31,28.7,25
-0.433,7.309285714285715,6,7,100,SMA,30,SMA,True,True,True,3.0,1.25,True,8.0,False,14,2.5,D,24.428,961.6,39.36,17,0.18,5.51,30.6,25,2.338,74.41,31.82,20,19.254,1123.28,58.34,45,1.237,38.95,31.5,23,4.161,286.47,68.85,52,-0.433,-20.26,46.77,40
-0.434,30.156571428571425,6,7,130,SMA,30,SMA,True,True,True,2.0,2.0,True,4.0,False,14,2.5,D,180.088,1411.89,7.84,10,3.322,82.56,24.86,21,2.307,45.7,19.81,16,7.966,350.49,44.0,32,13.236,204.53,15.45,20,4.611,178.55,38.72,47,-0.434,-13.7,31.57,33
-0.439,4.365714285714285,6,7,160,SMA,44,SMA,True,True,True,4.0,1.25,True,12.0,False,14,2.5,D,5.945,201.94,33.97,8,2.688,70.77,26.33,18,3.838,187.19,48.78,14,4.22,295.88,70.12,27,0.057,1.9,33.29,16,14.251,888.02,62.31,39,-0.439,-23.44,53.35,26
-0.448,11.378285714285711,6,7,130,SMA,60,SMA,True,True,True,4.0,1.0,True,12.0,False,14,2.5,D,26.485,674.64,25.47,9,-0.448,-21.53,48.06,15,10.671,328.3,30.77,12,30.187,1229.24,40.72,13,0.297,9.13,30.77,11,12.139,799.5,65.86,33,0.317,11.14,35.08,19
-0.448,4.343142857142857,6,7,160,SMA,44,SMA,True,True,True,2.0,2.0,True,6.0,False,14,2.5,D,7.885,144.1,18.28,8,11.331,191.97,16.94,18,4.961,137.26,27.67,14,2.556,148.68,58.17,27,0.702,25.3,36.06,16,3.415,183.78,53.81,39,-0.448,-16.58,36.98,26
-0.452,5.3950000000000005,6,7,100,SMA,60,SMA,True,True,True,3.0,1.25,True,8.0,False,14,2.5,D,8.409,254.0,30.21,15,0.537,16.82,31.34,19,-0.452,-17.74,39.25,17,22.432,859.92,38.33,29,0.197,7.99,40.54,14,6.364,435.34,68.41,38,0.278,10.49,37.69,27
-0.453,8.471714285714286,6,7,130,SMA,30,SMA,True,True,True,4.0,1.25,True,4.0,False,14,2.5,D,0.819,25.17,30.75,11,1.046,25.99,24.86,21,3.412,74.12,21.72,16,38.355,1596.14,41.62,32,5.776,88.41,15.31,20,10.347,419.31,40.52,46,-0.453,-22.37,49.38,33
-0.458,6.8875714285714285,6,7,100,SMA,60,SMA,True,True,True,3.0,1.25,True,9.0,False,14,2.5,D,17.021,564.95,33.19,13,0.436,14.62,33.55,19,-0.458,-17.64,38.51,17,24.996,877.06,35.09,28,0.013,0.55,43.08,14,5.991,412.64,68.88,38,0.214,8.51,39.7,27
-0.463,27.332285714285717,6,7,100,SMA,30,SMA,True,True,True,3.0,1.25,True,9.0,False,14,2.5,D,159.011,4996.92,31.43,15,0.001,0.02,32.84,25,1.919,64.71,33.73,20,26.625,1307.9,49.12,44,0.947,31.94,33.71,23,3.286,233.43,71.03,52,-0.463,-22.19,47.91,40
-0.466,8.502142857142855,6,7,160,SMA,60,SMA,True,True,True,4.0,1.25,True,4.0,False,14,2.5,D,25.048,462.46,18.46,8,1.578,39.23,24.86,17,11.322,287.55,25.4,14,20.42,817.51,40.04,18,-0.466,-10.55,22.66,13,1.241,68.94,55.54,37,0.372,10.92,29.36,20
-0.467,15.840571428571428,6,7,160,SMA,44,SMA,True,True,True,3.0,1.25,True,12.0,False,14,2.5,D,93.063,2030.38,21.82,8,2.113,55.63,26.33,18,2.843,130.3,45.84,14,2.872,193.33,67.31,27,0.079,2.59,32.81,16,10.381,569.72,54.88,39,-0.467,-25.83,55.32,26
-0.468,34.23585714285715,6,7,130,SMA,30,SMA,True,True,True,3.0,2.0,True,12.0,False,14,2.5,D,210.872,4757.26,22.56,10,0.025,1.45,59.13,21,11.007,408.2,37.09,16,13.782,863.44,62.65,32,2.322,88.33,38.03,20,2.111,134.15,63.55,46,-0.468,-28.31,60.45,33
-0.469,4.849428571428571,6,7,130,SMA,30,SMA,True,True,True,3.0,1.25,True,4.0,False,14,2.5,D,0.321,9.88,30.75,11,1.046,25.99,24.86,21,2.662,54.53,20.48,16,19.324,804.17,41.62,32,5.776,88.41,15.31,20,5.286,210.19,39.77,46,-0.469,-23.73,50.56,33
-0.471,14.031,6,7,160,SMA,44,SMA,True,True,True,2.0,0.5,True,9.0,False,14,2.5,D,74.397,1178.01,15.83,8,0.617,11.3,18.3,18,2.963,102.97,34.75,14,10.212,473.21,46.34,27,0.018,0.32,17.64,16,10.481,365.87,34.91,39,-0.471,-17.12,36.39,26
-0.477,33.94142857142857,6,7,100,SMA,30,SMA,True,True,True,4.0,2.0,True,12.0,False,14,2.5,D,194.726,7794.96,40.03,15,0.22,9.58,43.51,25,1.79,79.58,44.45,20,37.499,2197.65,58.61,44,1.284,57.3,44.62,23,2.548,209.85,82.35,52,-0.477,-29.49,61.82,40
-0.491,4.552714285714286,6,7,160,SMA,44,SMA,True,True,True,4.0,1.0,True,12.0,False,14,2.5,D,5.945,201.94,33.97,8,1.944,49.73,25.58,18,3.68,183.91,49.97,14,4.201,294.08,70.01,27,0.058,1.66,28.74,16,16.532,985.09,59.59,39,-0.491,-25.76,52.44,26
-0.492,6.971428571428571,6,7,100,SMA,60,SMA,True,True,True,4.0,2.0,True,12.0,False,14,2.5,D,16.567,697.32,42.09,13,0.631,28.06,44.47,19,-0.492,-24.49,49.76,17,25.888,1118.48,43.21,28,0.11,6.13,55.75,14,5.833,468.6,80.34,38,0.263,13.56,51.61,27
-0.501,15.24157142857143,6,7,160,SMA,30,SMA,True,True,True,2.0,1.0,True,6.0,False,14,2.5,D,88.308,1027.9,11.64,9,0.289,8.24,28.54,22,6.257,162.99,26.05,18,8.893,443.84,49.91,37,1.134,25.71,22.67,22,2.311,126.17,54.6,50,-0.501,-22.04,44.01,34
-0.51,7.717714285714286,6,7,130,SMA,30,SMA,True,True,True,4.0,1.0,True,4.0,False,14,2.5,D,0.819,25.17,30.75,11,0.397,9.87,24.86,21,3.038,66.0,21.72,16,35.742,1517.25,42.45,32,3.819,58.27,15.26,20,10.719,430.75,40.18,46,-0.51,-24.48,48.0,33
-0.514,11.368000000000004,6,7,160,SMA,60,SMA,True,True,True,2.0,2.0,True,4.0,False,14,2.5,D,39.779,374.84,9.42,8,14.109,169.62,12.02,16,7.174,151.38,21.1,14,14.713,569.82,38.73,18,-0.514,-17.72,34.45,13,3.79,200.91,53.01,36,0.525,13.05,24.86,20
-0.522,7.698857142857143,6,7,160,SMA,30,SMA,True,True,True,3.0,1.0,True,6.0,False,14,2.5,D,17.676,387.56,21.93,9,0.372,10.15,27.31,22,10.143,291.72,28.76,18,20.247,1079.68,53.32,37,1.071,24.86,23.22,22,4.905,298.75,60.91,50,-0.522,-23.87,45.76,34
-0.522,15.984857142857143,6,7,160,SMA,44,SMA,True,True,True,3.0,1.0,True,12.0,False,14,2.5,D,93.063,2030.38,21.82,8,1.421,36.35,25.58,18,2.711,127.69,47.09,14,2.858,192.05,67.19,27,0.083,2.35,28.23,16,12.28,633.87,51.62,39,-0.522,-28.05,53.76,26
-0.524,4.255428571428571,6,7,130,SMA,30,SMA,True,True,True,3.0,1.0,True,4.0,False,14,2.5,D,0.321,9.88,30.75,11,0.397,9.87,24.86,21,2.31,47.32,20.48,16,17.972,762.92,42.45,32,3.819,58.27,15.26,20,5.493,216.55,39.43,46,-0.524,-25.79,49.21,33
-0.525,13.99928571428571,6,7,160,SMA,44,SMA,True,True,True,2.0,0.5,True,8.0,False,14,2.5,D,80.913,1206.36,14.91,8,1.014,16.72,16.5,18,2.933,102.43,34.93,14,3.201,164.85,51.5,27,0.081,1.36,16.74,16,10.378,364.51,35.12,39,-0.525,-18.93,36.09,26
-0.532,4.809571428571429,6,7,100,SMA,30,SMA,True,True,True,2.0,2.0,True,4.0,False,14,2.5,D,4.136,160.18,38.73,17,2.825,78.69,27.86,25,5.098,97.56,19.14,20,7.688,398.51,51.83,46,10.512,200.85,19.11,23,3.94,200.18,50.8,52,-0.532,-21.4,40.24,40
-0.546,8.961285714285713,6,7,160,SMA,60,SMA,True,True,True,4.0,2.0,True,4.0,False,14,2.5,D,25.048,462.46,18.46,8,4.474,111.2,24.86,17,11.981,308.17,25.72,14,20.636,849.81,41.18,18,-0.546,-19.74,36.18,13,1.047,59.77,57.1,37,0.089,2.82,31.74,20
-0.55,21.948714285714285,6,7,160,SMA,30,SMA,True,True,True,3.0,1.25,True,8.0,False,14,2.5,D,128.617,1975.55,15.36,9,0.04,1.43,36.11,22,7.815,265.09,33.92,18,13.436,845.85,62.95,37,0.923,27.76,30.07,22,3.36,218.84,65.13,50,-0.55,-29.37,53.42,34
-0.56,8.122428571428571,6,7,130,SMA,30,SMA,True,True,True,4.0,1.0,True,6.0,False,14,2.5,D,17.994,528.47,29.37,11,0.223,7.83,35.15,21,1.328,38.56,29.03,16,17.462,975.59,55.87,32,2.118,43.88,20.72,20,18.292,921.16,50.36,46,-0.56,-28.8,51.39,33
