min_calmar,mean_calmar,n_positive,n_periods,slow_ma_len,slow_ma_type,fast_ma_len,fast_ma_type,allow_longs,allow_shorts,use_fast_ma,leverage_long,leverage_short,sl_enable,sl_risk_pct,atr_sl_enable,atr_sl_len,atr_sl_mult,signal_tf,calmar_btc_p1_bull_2017,ann_btc_p1_bull_2017,maxdd_btc_p1_bull_2017,trades_btc_p1_bull_2017,calmar_btc_p2_bear_2018,ann_btc_p2_bear_2018,maxdd_btc_p2_bear_2018,trades_btc_p2_bear_2018,calmar_btc_p3_sideways_2019,ann_btc_p3_sideways_2019,maxdd_btc_p3_sideways_2019,trades_btc_p3_sideways_2019,calmar_btc_p4_bull_2020_2021,ann_btc_p4_bull_2020_2021,maxdd_btc_p4_bull_2020_2021,trades_btc_p4_bull_2020_2021,calmar_btc_p5_bear_2022,ann_btc_p5_bear_2022,maxdd_btc_p5_bear_2022,trades_btc_p5_bear_2022,calmar_btc_p6_bull_2023_2024,ann_btc_p6_bull_2023_2024,maxdd_btc_p6_bull_2023_2024,trades_btc_p6_bull_2023_2024,calmar_btc_p7_current_2025,ann_btc_p7_current_2025,maxdd_btc_p7_current_2025,trades_btc_p7_current_2025
-0.523,15.532571428571428,5,7,160,SMA,60,SMA,True,True,True,3.0,2.0,True,4.0,False,14,2.5,D,54.675,630.21,11.53,8,16.047,184.96,11.53,16,9.328,226.7,24.3,14,28.317,1096.69,38.73,18,-0.523,-18.26,34.91,13,0.934,52.81,56.55,36,-0.05,-1.77,35.41,20
-0.529,26.20542857142857,5,7,130,SMA,30,SMA,True,True,True,4.0,1.25,True,12.0,False,14,2.5,D,148.155,3342.39,22.56,10,-0.529,-29.59,55.98,21,8.247,377.5,45.77,16,22.466,1356.58,60.39,32,0.97,32.57,33.59,20,4.619,305.36,66.11,46,-0.49,-24.53,50.08,33
-0.532,24.059285714285718,5,7,160,SMA,60,SMA,True,True,True,3.0,1.0,True,12.0,False,14,2.5,D,146.931,3314.77,22.56,8,0.471,13.89,29.48,16,5.729,175.27,30.59,14,11.274,635.61,56.38,18,-0.102,-3.43,33.56,13,4.644,335.18,72.17,36,-0.532,-30.36,57.02,20
-0.537,4.814,5,7,100,SMA,30,SMA,True,True,True,3.0,1.25,True,4.0,False,14,2.5,D,-0.341,-15.6,45.79,17,0.655,18.25,27.86,25,2.262,48.8,21.58,20,22.491,1107.53,49.24,47,4.34,82.92,19.1,23,4.828,251.28,52.05,52,-0.537,-30.57,56.89,40
-0.537,19.766714285714283,5,7,160,SMA,60,SMA,True,True,True,2.0,0.5,True,8.0,False,14,2.5,D,117.459,1804.17,15.36,8,0.221,4.24,19.15,16,6.137,133.25,21.71,14,11.077,459.26,41.46,18,-0.096,-1.91,19.93,13,4.106,225.52,54.92,36,-0.537,-20.77,38.7,20
-0.537,11.376571428571427,5,7,160,SMA,30,SMA,True,True,True,2.0,1.25,True,12.0,False,14,2.5,D,70.359,1587.31,22.56,9,-0.537,-24.87,46.27,22,4.498,149.25,33.18,18,4.153,286.51,68.99,37,0.366,13.89,38.01,22,1.324,77.71,58.69,50,-0.527,-26.93,51.15,34
-0.537,7.435142857142856,5,7,160,SMA,60,SMA,True,True,True,3.0,0.5,True,9.0,False,14,2.5,D,23.575,455.56,19.32,8,0.362,6.62,18.3,16,5.406,167.5,30.99,14,15.748,760.01,48.26,18,-0.167,-3.56,21.36,13,7.659,486.45,63.52,36,-0.537,-20.8,38.73,20
-0.545,42.22042857142857,5,7,100,SMA,30,SMA,True,True,True,3.0,1.0,True,12.0,False,14,2.5,D,274.68,9868.58,35.93,15,-0.525,-20.07,38.22,25,1.878,63.65,33.88,20,16.605,1016.26,61.2,44,0.459,14.49,31.57,23,2.991,206.43,69.02,52,-0.545,-27.26,50.05,40
-0.548,35.42385714285714,5,7,130,SMA,30,SMA,True,True,True,3.0,1.0,True,12.0,False,14,2.5,D,219.641,4955.1,22.56,10,-0.548,-29.4,53.7,21,8.718,323.34,37.09,16,16.911,964.82,57.05,32,0.765,24.05,31.45,20,3.02,178.88,59.24,46,-0.54,-26.43,48.91,33
-0.55,17.158714285714286,5,7,160,SMA,60,SMA,True,True,True,4.0,0.5,True,6.0,False,14,2.5,D,57.344,841.56,14.68,8,2.047,27.36,13.36,16,7.596,238.4,31.39,14,46.637,1635.66,35.07,18,-0.064,-1.24,19.35,13,7.101,417.63,58.81,36,-0.55,-21.95,39.88,20
-0.553,6.384714285714287,5,7,160,SMA,30,SMA,True,True,True,2.0,0.5,True,4.0,False,14,2.5,D,17.493,263.54,15.07,9,-0.008,-0.13,17.19,22,8.981,179.59,20.0,18,13.387,532.15,39.75,37,0.639,9.88,15.46,22,4.754,207.93,43.74,50,-0.553,-16.81,30.39,34
-0.555,24.159428571428567,5,7,130,SMA,60,SMA,True,True,True,2.0,0.5,True,8.0,False,14,2.5,D,123.458,2092.82,16.95,9,-0.555,-18.44,33.24,15,20.26,238.83,11.79,12,20.623,522.78,25.35,13,0.334,6.09,18.25,11,5.075,243.08,47.9,33,-0.079,-1.89,23.98,19
-0.555,19.985571428571426,5,7,160,SMA,30,SMA,True,True,True,2.0,1.25,True,8.0,False,14,2.5,D,124.811,1917.09,15.36,9,-0.009,-0.33,37.19,22,6.602,175.86,26.64,18,6.4,371.72,58.08,37,0.968,28.63,29.57,22,1.682,95.74,56.92,50,-0.555,-29.89,53.89,34
-0.559,5.123285714285715,5,7,100,SMA,30,SMA,True,True,True,4.0,1.0,True,8.0,False,14,2.5,D,3.209,202.91,63.23,17,-0.519,-17.32,33.4,25,3.494,105.39,30.16,20,21.005,1302.51,62.01,46,0.731,21.82,29.87,23,8.502,622.13,73.17,52,-0.559,-27.75,49.69,40
-0.56,33.041428571428575,5,7,100,SMA,30,SMA,True,True,True,4.0,1.25,True,12.0,False,14,2.5,D,194.726,7794.96,40.03,15,-0.506,-22.26,44.03,25,1.722,69.44,40.32,20,31.699,1984.41,62.6,44,0.419,15.98,38.17,23,3.79,299.21,78.95,52,-0.56,-32.01,57.13,40
-0.561,9.981571428571428,5,7,100,SMA,30,SMA,True,True,True,4.0,1.25,True,4.0,False,14,2.5,D,-0.079,-3.63,45.79,17,0.655,18.25,27.86,25,3.278,70.57,21.53,20,52.735,2596.84,49.24,47,3.497,76.74,21.95,23,10.346,538.48,52.05,52,-0.561,-33.16,59.13,40
-0.571,5.251428571428572,5,7,160,SMA,44,SMA,True,True,True,4.0,0.5,True,12.0,False,14,2.5,D,5.945,201.94,33.97,8,0.738,17.42,23.6,18,4.219,201.95,47.87,14,4.099,287.04,70.02,27,-0.191,-4.1,21.49,16,22.521,1207.46,53.61,39,-0.571,-27.25,47.7,26
-0.573,17.03014285714286,5,7,160,SMA,30,SMA,True,True,True,2.0,1.25,True,9.0,False,14,2.5,D,106.486,1830.49,17.19,9,-0.179,-6.88,38.51,22,5.929,167.31,28.22,18,5.173,322.92,62.42,37,0.811,25.46,31.38,22,1.564,90.28,57.71,50,-0.573,-31.43,54.8,34
-0.574,26.01242857142857,5,7,130,SMA,30,SMA,True,True,True,4.0,1.0,True,12.0,False,14,2.5,D,149.664,3376.42,22.56,10,-0.574,-30.84,53.7,21,7.759,355.18,45.77,16,20.203,1247.26,61.73,32,0.592,18.61,31.45,20,4.974,324.2,65.17,46,-0.531,-25.51,48.04,33
-0.576,13.989857142857144,5,7,160,SMA,60,SMA,True,True,True,3.0,1.0,True,4.0,False,14,2.5,D,54.675,630.21,11.53,8,5.629,64.88,11.53,16,9.097,208.75,22.95,14,27.896,1039.52,37.26,18,-0.576,-13.45,23.34,13,1.246,66.57,53.42,36,-0.038,-1.25,32.91,20
-0.585,11.331000000000001,5,7,160,SMA,30,SMA,True,True,True,2.0,1.0,True,12.0,False,14,2.5,D,70.359,1587.31,22.56,9,-0.585,-26.12,44.64,22,4.244,145.3,34.23,18,4.046,277.98,68.7,37,0.24,8.27,34.41,22,1.575,87.76,55.7,50,-0.562,-27.56,49.05,34
-0.587,4.635142857142857,5,7,100,SMA,30,SMA,True,True,True,3.0,1.0,True,4.0,False,14,2.5,D,-0.341,-15.6,45.79,17,0.154,4.31,27.92,25,2.057,42.55,20.68,20,23.5,1136.85,48.38,47,2.783,53.04,19.06,23,4.88,255.81,52.42,52,-0.587,-33.0,56.23,40
-0.587,8.575,5,7,100,SMA,30,SMA,True,True,True,4.0,1.25,True,6.0,False,14,2.5,D,6.126,321.05,52.41,17,-0.292,-11.65,39.87,25,1.304,37.94,29.1,20,37.962,1951.97,51.42,47,1.916,52.32,27.31,23,13.596,904.62,66.54,52,-0.587,-36.24,61.74,40
-0.591,4.009428571428571,5,7,130,SMA,44,SMA,True,True,True,4.0,2.0,True,8.0,False,14,2.5,D,-0.288,-9.81,34.09,9,4.274,128.63,30.1,17,-0.591,-24.62,41.63,12,2.761,164.19,59.47,22,1.021,34.8,34.09,14,19.968,972.57,48.71,36,0.921,36.81,39.97,25
-0.596,16.914714285714286,5,7,160,SMA,30,SMA,True,True,True,2.0,1.0,True,9.0,False,14,2.5,D,106.486,1830.49,17.19,9,-0.415,-15.21,36.69,22,5.574,163.06,29.25,18,5.004,311.58,62.27,37,0.497,14.98,30.12,22,1.853,101.3,54.65,50,-0.596,-31.52,52.86,34
-0.6,21.798285714285715,5,7,160,SMA,30,SMA,True,True,True,3.0,1.0,True,8.0,False,14,2.5,D,128.617,1975.55,15.36,9,-0.243,-8.07,33.26,22,7.589,259.21,34.15,18,12.806,809.44,63.21,37,0.587,16.94,28.87,22,3.832,239.88,62.61,50,-0.6,-30.85,51.42,34
-0.6,18.24814285714286,5,7,160,SMA,30,SMA,True,True,True,3.0,1.25,True,9.0,False,14,2.5,D,107.233,1843.34,17.19,9,-0.14,-5.23,37.45,22,6.602,242.61,36.75,18,11.277,741.58,65.76,37,0.772,24.62,31.87,22,2.593,175.52,67.7,50,-0.6,-34.66,57.78,34
-0.603,6.937428571428572,5,7,160,SMA,30,SMA,True,True,True,4.0,1.25,True,9.0,False,14,2.5,D,14.406,452.72,31.43,9,-0.098,-3.58,36.38,22,9.682,371.32,38.35,18,20.419,1420.09,69.55,37,0.735,23.77,32.35,22,4.021,296.68,73.78,50,-0.603,-35.11,58.19,34
-0.604,19.85585714285714,5,7,160,SMA,30,SMA,True,True,True,2.0,1.0,True,8.0,False,14,2.5,D,124.811,1917.09,15.36,9,-0.281,-9.68,34.39,22,6.376,171.46,26.89,18,6.072,354.39,58.37,37,0.625,17.74,28.36,22,1.992,107.19,53.8,50,-0.604,-31.35,51.91,34
-0.606,10.032857142857143,5,7,100,SMA,30,SMA,True,True,True,4.0,1.0,True,4.0,False,14,2.5,D,-0.079,-3.63,45.79,17,0.154,4.31,27.92,25,3.073,63.41,20.63,20,55.061,2663.62,48.38,47,2.187,47.91,21.9,23,10.44,547.3,52.42,52,-0.606,-35.47,58.51,40
-0.608,24.81357142857143,5,7,130,SMA,30,SMA,True,True,True,2.0,0.5,True,8.0,False,14,2.5,D,151.89,2333.04,15.36,10,-0.608,-22.42,36.86,21,7.927,207.74,26.21,16,11.137,470.81,42.28,32,0.541,10.14,18.73,20,3.353,145.53,43.4,46,-0.545,-17.8,32.7,33
-0.609,28.325428571428567,5,7,160,SMA,30,SMA,True,True,True,3.0,2.0,True,12.0,False,14,2.5,D,181.188,4087.61,22.56,9,-0.103,-5.26,51.06,22,7.303,275.14,37.67,18,8.186,604.09,73.8,37,0.956,40.06,41.89,22,1.357,99.43,73.26,50,-0.609,-43.08,70.72,34
-0.615,20.72,5,7,160,SMA,30,SMA,True,True,True,4.0,2.0,True,12.0,False,14,2.5,D,121.696,2745.46,22.56,9,-0.072,-3.61,50.23,22,7.008,324.31,46.28,18,14.125,1080.64,76.5,37,0.924,39.1,42.3,22,1.974,158.4,80.26,50,-0.615,-43.92,71.38,34
-0.621,18.12614285714286,5,7,160,SMA,30,SMA,True,True,True,3.0,1.0,True,9.0,False,14,2.5,D,107.233,1843.34,17.19,9,-0.385,-13.71,35.6,22,6.297,237.1,37.66,18,10.939,717.8,65.62,37,0.464,14.21,30.62,22,2.956,193.18,65.36,50,-0.621,-34.75,55.97,34
-0.623,14.933714285714284,5,7,160,SMA,30,SMA,True,True,True,2.0,0.5,True,6.0,False,14,2.5,D,88.308,1027.9,11.64,9,-0.441,-10.4,23.58,22,5.625,153.97,27.37,18,8.145,407.55,50.03,37,0.297,5.62,18.91,22,3.225,154.47,47.89,50,-0.623,-24.39,39.17,34
-0.624,4.997571428571428,5,7,100,SMA,30,SMA,True,True,True,4.0,1.0,True,9.0,False,14,2.5,D,2.302,155.98,67.75,17,-0.624,-24.75,39.64,25,2.809,91.07,32.42,20,24.037,1612.22,67.07,45,0.577,17.78,30.84,23,6.43,489.98,76.2,52,-0.548,-27.64,50.41,40
-0.624,38.50657142857143,5,7,100,SMA,30,SMA,True,True,True,4.0,1.0,True,12.0,False,14,2.5,D,233.39,8385.12,35.93,15,-0.624,-25.64,41.1,25,1.687,65.59,38.88,20,31.119,1959.82,62.98,44,0.11,3.89,35.33,23,4.46,344.01,77.12,52,-0.596,-33.08,55.51,40
-0.624,7.555714285714286,5,7,160,SMA,60,SMA,True,True,True,4.0,0.5,True,12.0,False,14,2.5,D,22.305,562.53,25.22,8,0.045,1.07,23.6,16,5.119,200.48,39.16,14,15.859,936.97,59.08,18,-0.293,-7.18,24.5,13,10.479,767.8,73.27,36,-0.624,-29.66,47.57,20
-0.624,7.791714285714285,5,7,160,SMA,30,SMA,True,True,True,4.0,1.0,True,4.0,False,14,2.5,D,1.467,36.46,24.86,9,-0.041,-1.03,24.95,22,26.346,581.95,22.09,18,24.221,1258.37,51.95,37,2.4,38.57,16.07,22,0.773,43.93,56.81,51,-0.624,-36.3,58.22,34
-0.624,6.77957142857143,5,7,160,SMA,30,SMA,True,True,True,4.0,1.0,True,9.0,False,14,2.5,D,14.406,452.72,31.43,9,-0.354,-12.2,34.5,22,9.269,363.68,39.24,18,19.823,1376.16,69.42,37,0.432,13.43,31.11,22,4.505,323.78,71.88,50,-0.624,-35.19,56.4,34
-0.626,16.580714285714286,5,7,160,SMA,44,SMA,True,True,True,3.0,0.5,True,12.0,False,14,2.5,D,93.063,2030.38,21.82,8,0.286,6.75,23.6,18,3.165,142.02,44.87,14,2.783,187.04,67.2,27,-0.165,-3.45,20.92,16,17.559,780.84,44.47,39,-0.626,-29.48,47.11,26
-0.626,8.39342857142857,5,7,160,SMA,30,SMA,True,True,True,4.0,1.0,True,8.0,False,14,2.5,D,17.533,497.25,28.36,9,-0.202,-6.47,32.12,22,10.628,391.77,36.86,18,24.846,1608.85,64.75,37,0.55,16.15,29.37,22,6.025,415.59,68.97,50,-0.626,-34.29,54.79,34
-0.628,10.917285714285713,5,7,160,SMA,30,SMA,True,True,True,4.0,1.25,True,6.0,False,14,2.5,D,27.16,595.49,21.93,9,-0.106,-3.14,29.69,22,16.697,491.68,29.45,18,29.666,1924.67,64.88,37,1.684,39.03,23.17,22,1.948,135.33,69.48,50,-0.628,-40.23,64.1,34
-0.637,7.321571428571429,5,7,160,SMA,30,SMA,True,True,True,3.0,0.5,True,6.0,False,14,2.5,D,17.676,387.56,21.93,9,-0.396,-8.81,22.26,22,9.26,278.09,30.03,18,18.665,997.53,53.44,37,0.252,4.91,19.49,22,6.431,354.59,55.13,50,-0.637,-26.15,41.08,34
-0.638,3.474428571428571,5,7,130,SMA,44,SMA,True,True,True,3.0,1.25,True,6.0,False,14,2.5,D,-0.136,-3.61,26.61,9,2.836,67.59,23.83,17,-0.638,-20.54,32.19,12,3.641,168.73,46.35,22,0.788,20.96,26.61,14,16.938,654.5,38.64,36,0.892,27.4,30.73,25
-0.639,24.39742857142857,5,7,130,SMA,44,SMA,True,True,True,2.0,0.5,True,12.0,False,14,2.5,D,133.301,2480.59,18.61,9,-0.639,-25.63,40.12,17,3.795,130.87,34.48,12,23.512,760.91,32.36,22,0.204,4.02,19.75,14,10.63,335.27,31.54,36,-0.021,-0.55,25.96,25
-0.642,9.051285714285715,5,7,130,SMA,30,SMA,True,True,True,4.0,0.5,True,4.0,False,14,2.5,D,0.962,28.1,29.22,11,-0.162,-3.9,24.02,21,2.309,50.17,21.72,16,46.096,1603.07,34.78,32,1.334,18.06,13.54,20,13.462,496.63,36.89,46,-0.642,-27.16,42.3,33
-0.65,8.803,5,7,130,SMA,30,SMA,True,True,True,4.0,0.5,True,6.0,False,14,2.5,D,19.325,540.89,27.99,11,-0.495,-15.44,31.19,21,0.874,25.36,29.03,16,20.301,1023.06,50.39,32,0.694,11.65,16.79,20,21.572,1027.36,47.63,46,-0.65,-29.21,44.95,33
-0.651,4.687857142857142,5,7,130,SMA,30,SMA,True,True,True,3.0,0.5,True,4.0,False,14,2.5,D,0.427,12.47,29.22,11,-0.162,-3.9,24.02,21,1.625,33.29,20.48,16,23.228,807.8,34.78,32,1.334,18.06,13.54,20,7.014,253.14,36.09,46,-0.651,-28.41,43.64,33
-0.659,28.043000000000003,5,7,160,SMA,30,SMA,True,True,True,3.0,1.25,True,12.0,False,14,2.5,D,181.188,4087.61,22.56,9,-0.568,-25.77,45.34,22,6.574,259.17,39.43,18,7.359,543.13,73.8,37,0.341,13.13,38.45,22,2.066,138.25,66.9,50,-0.659,-43.98,66.71,34
-0.663,30.572857142857146,5,7,100,SMA,30,SMA,True,True,True,2.0,0.5,True,8.0,False,14,2.5,D,197.654,4511.06,22.82,15,-0.663,-18.33,27.64,25,1.973,44.55,22.57,20,11.822,541.52,45.81,44,0.245,4.46,18.2,23,3.532,180.38,51.07,52,-0.553,-18.83,34.05,40
-0.664,20.396000000000004,5,7,160,SMA,30,SMA,True,True,True,4.0,1.25,True,12.0,False,14,2.5,D,121.696,2745.46,22.56,9,-0.551,-24.47,44.41,22,6.407,306.19,47.79,18,12.755,975.86,76.51,37,0.318,12.36,38.88,22,2.811,212.41,75.57,50,-0.664,-44.8,67.46,34
-0.672,21.618142857142857,5,7,160,SMA,30,SMA,True,True,True,3.0,0.5,True,8.0,False,14,2.5,D,128.617,1975.55,15.36,9,-0.672,-19.55,29.08,22,6.777,246.74,36.41,18,12.134,760.5,62.67,37,0.122,2.6,21.37,22,5.016,286.33,57.08,50,-0.667,-30.68,46.0,34
-0.674,21.21014285714286,5,7,130,SMA,30,SMA,True,True,True,2.0,0.5,True,9.0,False,14,2.5,D,129.648,2228.65,17.19,10,-0.674,-26.66,39.57,21,7.119,197.92,27.8,16,9.399,431.78,45.94,32,0.46,9.01,19.61,20,3.023,136.16,45.04,46,-0.504,-14.93,29.61,33
-0.679,3.4978571428571428,5,7,130,SMA,44,SMA,True,True,True,3.0,2.0,True,6.0,False,14,2.5,D,-0.188,-4.99,26.61,9,4.553,141.2,31.01,17,-0.679,-26.1,38.45,12,3.294,160.85,48.83,22,2.211,58.83,26.61,14,15.218,601.73,39.54,36,0.076,2.52,33.02,25
-0.68,24.326999999999998,5,7,130,SMA,44,SMA,True,True,True,3.0,0.5,True,12.0,False,14,2.5,D,143.649,3134.03,21.82,9,-0.68,-27.26,40.12,17,4.537,184.67,40.71,12,5.26,280.03,53.23,22,0.07,1.39,19.75,14,17.651,730.24,41.37,36,-0.198,-7.03,35.52,25
-0.68,27.990714285714287,5,7,160,SMA,30,SMA,True,True,True,3.0,1.0,True,12.0,False,14,2.5,D,181.188,4087.61,22.56,9,-0.618,-27.01,43.68,22,6.275,253.4,40.38,18,7.182,528.26,73.56,37,0.216,7.55,34.87,22,2.372,153.01,64.51,50,-0.68,-44.41,65.28,34
-0.681,4.6414285714285715,5,7,100,SMA,30,SMA,True,True,True,3.0,0.5,True,6.0,False,14,2.5,D,4.035,204.79,50.75,17,-0.681,-19.54,28.68,25,3.629,78.46,21.62,20,16.782,869.7,51.82,46,0.227,4.38,19.28,23,9.065,536.42,59.18,52,-0.567,-21.17,37.33,40
-0.685,20.339714285714287,5,7,160,SMA,30,SMA,True,True,True,4.0,1.0,True,12.0,False,14,2.5,D,121.696,2745.46,22.56,9,-0.602,-25.73,42.72,22,6.163,299.63,48.61,18,12.457,950.31,76.29,37,0.193,6.82,35.34,22,3.156,232.95,73.8,50,-0.685,-45.22,66.06,34
-0.686,8.153142857142857,5,7,160,SMA,30,SMA,True,True,True,4.0,0.5,True,8.0,False,14,2.5,D,17.533,497.25,28.36,9,-0.651,-18.15,27.88,22,9.598,374.56,39.02,18,23.58,1514.88,64.24,37,0.087,1.91,21.93,22,7.611,490.07,64.39,50,-0.686,-34.14,49.74,34
-0.686,14.177142857142858,5,7,160,SMA,60,SMA,True,True,True,4.0,1.25,True,6.0,False,14,2.5,D,57.344,841.56,14.68,8,4.03,68.28,16.94,16,7.567,240.35,31.76,14,26.807,1332.67,49.71,18,-0.686,-24.15,35.2,13,4.412,292.36,66.26,36,-0.234,-10.7,45.75,20
-0.688,6.4841428571428565,5,7,160,SMA,60,SMA,True,True,True,2.0,2.0,True,6.0,False,14,2.5,D,24.454,321.76,13.16,8,6.345,121.36,19.13,16,4.65,123.52,26.57,14,8.546,436.68,51.1,18,-0.688,-32.27,46.89,13,2.289,145.28,63.48,36,-0.207,-8.1,39.23,20
-0.691,5.9921428571428565,5,7,160,SMA,60,SMA,True,True,True,3.0,2.0,True,9.0,False,14,2.5,D,23.575,455.56,19.32,8,2.867,79.53,27.74,16,4.372,152.25,34.83,14,8.581,559.11,65.16,18,-0.691,-32.58,47.15,13,3.27,246.56,75.4,36,-0.029,-1.5,52.32,20
-0.692,5.540142857142857,5,7,100,SMA,30,SMA,True,True,True,3.0,2.0,True,4.0,False,14,2.5,D,-0.341,-15.6,45.79,17,2.825,78.69,27.86,25,3.122,67.35,21.58,20,19.0,1049.53,55.24,47,10.412,200.35,19.24,23,4.455,226.79,50.91,52,-0.692,-42.74,61.81,40
-0.692,19.667857142857144,5,7,160,SMA,30,SMA,True,True,True,2.0,0.5,True,8.0,False,14,2.5,D,124.811,1917.09,15.36,9,-0.692,-20.96,30.29,22,5.516,162.13,29.39,18,5.732,331.09,57.77,37,0.158,3.29,20.8,22,2.82,132.47,46.98,50,-0.67,-31.19,46.54,34
-0.696,14.672142857142857,5,7,160,SMA,60,SMA,True,True,True,4.0,2.0,True,6.0,False,14,2.5,D,57.344,841.56,14.68,8,8.679,147.03,16.94,16,7.329,247.55,33.78,14,26.836,1371.23,51.1,18,-0.696,-33.15,47.64,13,3.605,250.61,69.52,36,-0.392,-18.79,47.99,20
-0.701,9.882285714285715,5,7,100,SMA,30,SMA,True,True,True,4.0,2.0,True,4.0,False,14,2.5,D,-0.079,-3.63,45.79,17,2.825,78.69,27.86,25,4.266,91.84,21.53,20,44.619,2464.72,55.24,47,8.607,190.05,22.08,23,9.639,490.73,50.91,52,-0.701,-44.7,63.79,40
-0.704,45.595285714285716,5,7,130,SMA,30,SMA,True,True,True,4.0,0.5,True,8.0,False,14,2.5,D,294.934,4530.18,15.36,10,-0.704,-25.96,36.86,21,0.097,3.52,36.27,16,13.454,760.61,56.53,32,0.375,7.03,18.73,20,11.459,649.08,56.64,46,-0.448,-16.63,37.13,33
-0.708,26.518571428571427,5,7,100,SMA,30,SMA,True,True,True,2.0,0.5,True,9.0,False,14,2.5,D,172.219,4217.92,24.49,15,-0.708,-21.53,30.39,25,1.659,40.24,24.25,20,9.641,485.37,50.34,44,0.187,3.4,18.2,23,3.177,165.08,51.96,52,-0.545,-18.15,33.33,40
-0.708,8.372428571428571,5,7,100,SMA,30,SMA,True,True,True,4.0,0.5,True,6.0,False,14,2.5,D,6.619,335.95,50.75,17,-0.681,-19.54,28.68,25,0.958,25.05,26.15,20,29.962,1703.46,56.85,47,0.217,4.22,19.42,23,22.24,1319.17,59.32,52,-0.708,-40.66,57.41,40
-0.711,22.789142857142853,5,7,130,SMA,30,SMA,True,True,True,3.0,0.5,True,9.0,False,14,2.5,D,133.376,2292.74,17.19,10,-0.711,-28.13,39.57,21,7.34,267.03,36.38,16,14.332,758.08,52.89,32,0.248,4.86,19.61,20,5.503,290.86,52.85,46,-0.564,-19.4,34.41,33
-0.713,6.555999999999999,5,7,160,SMA,30,SMA,True,True,True,4.0,0.5,True,9.0,False,14,2.5,D,14.406,452.72,31.43,9,-0.713,-22.62,31.71,22,8.41,347.47,41.32,18,18.778,1295.3,68.98,37,0.038,0.86,22.77,22,5.665,383.62,67.72,50,-0.692,-35.3,51.0,34
-0.714,7.988714285714286,5,7,160,SMA,30,SMA,True,True,True,4.0,0.5,True,4.0,False,14,2.5,D,1.467,36.46,24.86,9,-0.327,-7.61,23.25,22,25.468,557.92,21.91,18,28.368,1312.08,46.25,37,0.403,7.13,17.69,22,1.256,63.67,50.69,51,-0.714,-39.2,54.88,34
-0.72,7.658714285714287,5,7,130,SMA,44,SMA,True,True,True,4.0,0.5,True,12.0,False,14,2.5,D,12.343,419.26,33.97,9,-0.72,-28.89,40.12,17,5.516,242.33,43.93,12,5.909,339.9,57.52,22,-0.152,-3.0,19.75,14,30.64,1327.32,43.32,36,0.075,2.73,36.33,25
-0.725,11.424285714285716,5,7,160,SMA,30,SMA,True,True,True,4.0,0.5,True,6.0,False,14,2.5,D,27.16,595.49,21.93,9,-0.345,-7.22,20.94,22,15.073,461.6,30.62,18,35.293,2057.76,58.31,37,0.21,4.2,20.06,22,3.304,203.62,61.64,50,-0.725,-43.21,59.59,34
-0.726,3.9731428571428573,5,7,130,SMA,44,SMA,True,True,True,3.0,1.0,True,6.0,False,14,2.5,D,-0.098,-2.61,26.61,9,2.016,49.17,24.39,17,-0.726,-22.81,31.4,12,3.623,167.37,46.19,22,1.604,32.93,20.54,14,20.636,734.41,35.59,36,0.757,22.65,29.92,25
-0.729,17.964857142857145,5,7,160,SMA,30,SMA,True,True,True,3.0,0.5,True,9.0,False,14,2.5,D,107.233,1843.34,17.19,9,-0.729,-23.95,32.86,22,5.666,225.43,39.79,18,10.351,674.03,65.12,37,0.069,1.54,22.22,22,3.854,232.18,60.24,50,-0.69,-34.85,50.52,34
-0.73,7.182285714285714,5,7,160,SMA,60,SMA,True,True,True,2.0,1.0,True,6.0,False,14,2.5,D,24.454,321.76,13.16,8,2.175,41.6,19.13,16,4.941,116.9,23.66,14,16.123,556.85,34.54,18,-0.73,-25.09,34.37,13,3.41,193.0,56.6,36,-0.097,-3.37,34.67,20
-0.739,17.454571428571427,5,7,160,SMA,60,SMA,True,True,True,4.0,1.0,True,6.0,False,14,2.5,D,57.344,841.56,14.68,8,3.449,58.43,16.94,16,7.612,237.19,31.16,14,49.747,1718.18,34.54,18,-0.739,-26.08,35.3,13,5.103,325.48,63.78,36,-0.334,-14.74,44.09,20
-0.744,16.76642857142857,5,7,160,SMA,30,SMA,True,True,True,2.0,0.5,True,9.0,False,14,2.5,D,106.486,1830.49,17.19,9,-0.744,-25.29,34.0,22,4.863,154.03,31.67,18,4.71,290.69,61.72,37,0.103,2.23,21.67,22,2.62,125.64,47.95,50,-0.673,-31.63,47.02,34
-0.76,16.698857142857143,5,7,160,SMA,60,SMA,True,True,True,3.0,0.5,True,4.0,False,14,2.5,D,54.675,630.21,11.53,8,3.252,31.33,9.64,16,9.424,203.48,21.59,14,48.763,1207.5,24.76,18,-0.76,-17.66,23.23,13,1.903,90.37,47.5,36,-0.365,-10.34,28.3,20
-0.761,19.77642857142857,5,7,160,SMA,60,SMA,True,True,True,2.0,1.25,True,8.0,False,14,2.5,D,117.459,1804.17,15.36,8,1.584,40.87,25.79,16,6.342,129.68,20.45,14,11.687,490.24,41.95,18,-0.761,-32.96,43.34,13,2.371,149.03,62.86,36,-0.247,-11.41,46.29,20
